text,sentiment
aqsh xitoy kompaniyalariga asossiz bosim o‘tkazmoqda xitoy tashqi ishlar vazirligi,positive
qashqadaryoda yukxonasida odamlar bo‘lgan labo boshqa yuk mashinasi bilan to‘qnashdi qurbonlar bor video,negative
o‘zbekistonga covid ga qarshi emlash uchun doza pfizer vaksinasi olib kelindi,negative
kamerun terma jamoasi darvozaboni murabbiy bilan kelishmovchilik sabab terma jamoa safini tark etdi murabbiy futbolchilar oldidagi obro‘sini tushirmaslik uchun uni jamoadan ketqazdi,positive
toshkent shahrida qog‘oz qutilar saqlash omborxonasida yong‘in sodir bo‘ldi voqea joyiga ta yong‘in qutqaruv ekipaji yetib borgan,positive
tadbirkorlarga sohada kutilayotgan oʻzgarishlar mohiyati tushuntirildi oʻzsanoatqurilishbank tomonidan andijon va fargʻona viloyatlarida tadbirkorlar bilan uchrashuv tashkil etildi unda oʻzbekiston respublikasi iqtisodiy taraqqiyot va kambagʻallikni qisqartirish vazirligi huzuridagi biznes va tadbirkorlik oliy maktabining tajribali mutaxassisi iqtisod fanlari doktori professor toʻlqin boboqulov ishtirok etdi,positive
navoiy kon metallurgiya kombinatida mashinist vafot etdi,negative
messi inter mayamiga o‘tadimi futbolchining agenti aniq javob berdi,positive
ookla xalqaro test natijalariga kora mobil videostriming sifati boyicha o‘zbekistonda beeline birinchi beeline ҳ ў,positive
omadingizni bersin ko‘rsatuvi ishtirokchilari mlrd so‘mga yaqin yutuqlarini ololmayapti ma’lum qilinishicha ishtirokchi bugungi kungacha sovrinlari olisholmagan teleo‘yin yuzasidan tekshiruv olib borilmoqda,positive
toshkent shahrida mahalla raisi nogironligi bor fuqaroni kamsitib kaltakladi dovyurak mahalla raisiga qanday jazo qo‘llanildi,negative
qashqadaryoda trln so’mlik issiqxonalar qurish bo’yicha o’tkazilgan tanlovda qonunbuzilish holatlari aniqlandi,positive
germaniya yilgi chempionlikdan keyin jahon chempionatlarida juda yomon natija qayd etmoqda mundiallardagi so‘nggi bahsda nemislar atigi ta g‘alaba qayd etgan,negative
jchning tur o‘yinlar davom etadi bugun janubiy koreya braziliya portugaliya urugvay o‘ynaydi ushbu uchrashuvlar natijalarini to‘g‘ri topishga urunib ko‘ring va iphone playstation televizorlar va ko‘plab boshqa sovg‘alar yutish imkoniyatiga ega bo‘ling xo‘sh tayyormisiz supermuxlisbot ga kirib o‘z tahminlaringizni qoldiring barcha do‘stlaringizga jo‘natishni unutmang futboltv rasmiy,positive
mikrokreditbankdan qishloqqurilishbankgacha biznes ombudsman bir nechta banklarning mansabdor shaxslarini javobgarlikka tortdi,positive
nukus voqealarida ishtirok etgan jami nafar ayblanuvchi o‘z oilasiga qaytarilgan qoraqalpog‘istonda bo‘lib o‘tgan voqealarni mustaqil ravishda o‘rgangan komissiya a’zolari taklifi va qoraqalpog‘iston jo‘qorg‘i kengesi iltimosnomasiga ko‘ra bosh prokuratura tomonidan nafar ayblanuvchi jamoat kafilligi va qamoq ehtiyot chorasi insonparvarlik tamoyili asosida uy qamog‘i tarzidagi ehtiyot chorasiga almashtirilishi orqali o‘z oilasi bag‘riga,negative
o‘zbekistonning qator hududlarida qishning ilk kunida yomg‘ir qorga aylanishi kutilmoqda,positive
ural airlines va iraero o‘zbekistonning ta shahriga parvozlarni yo‘lga qo‘yadi,positive
uefa va fifa sanksiyalari ostida qolgan rossiya osiyo futbol konfederatsiyasiga qo‘shilmoqchi,positive
litva ukrainaga yuzlab transformator va yana ikki million yevro beradi,positive
toshkentda tadbirkorlarga elektr energiyasi uchun qariyb mln so‘m ortiqcha to‘lov hisoblagani aniqlandi,positive
sud davom etmoqda ayblov xulosasiga ko‘ra nukus shahridagi tartibsizliklar natijasida mlrd so‘m moddiy zarar yetkazilgan hozirda sud jarayonida soat ga qadar tanaffus e’lon qilindi,positive
toshkent shahridagi maktablarning birida o‘qituvchi va ota onalar o‘rtasida janjal kelib chiqqani aytilmoqda holat yuzasidan iib munosabat bildirdi,positive
jiddiy jarohat tufayli safdan chiqqan neymar qachon safga qaytishi ma’lum bo‘ldi,positive
kim chen in shimoliy koreyaning dunyodagi eng kuchli yadroviy kuchga ega bo‘lishini maqsad qilganini aytdi,positive
qozog‘istonda hindiston fuqarosini o‘g‘irlab ketgan o‘zbekistonliklar yilga qamalishi mumkin,positive
oʻzsanoatqurilishbank eng barqaror tashkilot deya eʼtirof etildi,positive
o‘tgan tunning eng qaynoq futbol yangiliklari bir sahifada rasman agar fransiya jahon chempionatida g‘olib bo‘lsa benzema ham medal oladi buni fifa tasdiqladi portugaliya terma jamoasi a’zosi danilu mashg‘ulotlar paytida ta qovurg‘asini sindirib oldi va noma’lum muddatga safdan chiqdi,negative
xorazmda iib xodimi xizmat qurolida o‘zini otib joniga qasd qildi voqeaga nima sabab bo‘lgani ochiqlandi,negative
belgiyaning jch da marokashga mag‘lub bo‘lishi ortidan bryusselda tartibsizliklar avj oldi ga yaqin kishi hibsga olingan,negative
o‘zbekiston tashqi ishlar vaziri belarusga hamkasbining vafoti munosabati bilan hamdardlik yo‘lladi,positive
nukus voqealari bo‘yicha sud ishi boshlandi buxoro viloyati sudida iyul kunlari nukusda sodir bo‘lgan tartibsizliklarda qatnashganlikda gumonlangan kishiga nisbatan qo‘zg‘atilgan jinoyat ishini ko‘rib chiqish boshlandi,positive
qashqadaryoda mast haydovchi boshqaruvidagi nexia kanalga tushib ketdi,negative
tashkilotlarda xodimga rag‘batlantiruvchi pullar berilishi bo‘yicha bir qator ro‘yxatlar belgilanmoqda,positive
yangi saylangan prezident sifatida ilk rasmiy tashrif to‘qayev putinning taklifiga binoan rossiyaga bordi bugun moskvada ikki davlat rahbarlarining muzokaralari bo‘lib o‘tadi,positive
kanadada ta tuyaqush qo‘rasidan chiqib shahar ko‘chalariga qochdi video,positive
o‘zbekistonda qanday holatlarda mehnat shartnomasini taraflarning xohish irodasiga bog‘liq bo‘lmagan holatlarga ko‘ra bekor qilish mumkin,positive
samarqandda ayol eri bilan janjallashib undan qochgani bo‘yicha birlamchi ma‘lumot berildi,negative
o‘zbekistonning oylik tashqi savdo aylanmasida mlrd bilan toshkent shahri birinchi o‘rinda boshqa hududlarning ko‘rsatkichi bilan tanishing,positive
xitoyda yuz bergan zilzila o’zbekistonga ham ta’sirini o’tkazdi,negative
noyabr bugun xorazmda respublikaning tog’li hududlaridan ham sovuqroq havo kuzatiladi ayrim viloyatlarda qor yog’adi,positive
germaniya ispaniya keyingi bosqich yo‘llanmasi so‘nggi turda hal etiladigan bo‘ldi,positive
hozir mana shu postni siz aynan xuddi shunday uyqusizlik paytida o’qiyapsiz xo’sh kasallik deb atash mumkin bo’lgan ushbu holatga qarshi qaysi vitamin foyda beradi eng qiziqarli ma’lumotlar,positive
farg’onadagi bog’da ayol nafar tanishini pichoqladi holat bo’yicha iib ma’lumot berdi,positive
samarqandda bir guruh fuqarolarning janjali o’lim bilan tugadimi viloyat iib voqea bo’yicha rasmiy bayonot berdi,negative
ovqat hazm qilish va ko‘rish muammolari og’riq qoldiruvchi dorilarni siz bilmagan nojo’ya ta’sirlari haqida ma’lumotlar,positive
janubiy koreyada vertolyot qulashi oqibatida kishi halok bo‘ldi voqeaning sababi aniqlandi,negative
bahodir jalolov kyortis harperga qarshi jangi uchun qancha pul ishlab olishi ma‘lum bo‘ldi,positive
belarus tashqi ishlar vazirining to‘satdan o‘limiga nima sabab bo‘lgani aytildi,positive
o‘zbekistonda birjada narxlar keskin oshishining oldini oluvchi tizim joriy etiladi,positive
navoiyda ming toshkentda ming qo‘qonda dona turli xil kuchli ta‘sir qiluvchi dorilarni sotmoqchi bo‘lganlar ushlandi,positive
o‘zbekiston oshpazlari butunjahon halol sammitida faxrli o‘rinlarni egallab bir necha medallarini qo‘lga kiritdi,positive
kim chen in mudofaa sanoati xodimlari bilan fotosessiyada qatnashdi marosimda uning qizi ham ishtirok etdi foto,positive
qirolicha yelizaveta ii vafotiga uning saraton kasalligi sabab bo‘lgani ma’lum qilindi,negative
piyoda yurish yurak qon tomir kasalliklari xavfini ga kamaytiradi bundan tashqari aqliy zaiflik depressiya yurak tezligini yaxshilash uchun ham piyoda yurish tavsiya etiladi,positive
ubaydulla mingboyev oʻzbekiston sudyalar assotsiatsiyasi raisligiga qayta saylandi,positive
eron shhtga qo‘shilish haqidagi qonunni ma’qulladi,positive
samarqandda bank xodimi ming pora bilan ushlandi,positive
umumiy ovqatlanish shaxobchalari uchun mxik larning ro‘yxati soddalashtirildi,positive
yadro quroliga ega bo‘ladigan navbatdagi mamlakat ma’lum qilindi,positive
qoraqalpog‘istonda ypx xodimi radar o‘rnatilgan mashinada taksistlik qildi,positive
tayvan prezidenti hukmron partiya rahbari lavozimidan ketdi,positive
robert levandovski saudiyaga urgan goli orqali afsonaviy pelening natijasini takrorladi yana bitta gol uning peledan o‘tib ketishini ta’minlaydi,positive
namanganda yoshli yigit avtomashinani olib qochib ythga uchradi,positive
surxondaryoda aka uka ypx inspektorlarini haqorat qilib ularni ustiga mashinani haydamoqchi bo‘ldi,positive
xitoyda mingta elektromobilda nuqson aniqlanib sotuvi to‘xtatildi,positive
braziliyada qo‘l suyagi topildi u suv parisi yoki o‘zga sayyoralikniki bo‘lishi mumkin,positive
messi argentinaning meksikaga qarshi bahsdagi muhim g‘alabasidan keyin nimalar dedi,positive
mahallabay ishlash agentligi oyda mln odam ish bilan ta’minlangani bo‘yicha raqamlarni oshirib ko‘rsatganmi,positive
o‘zbekistonning yosh bokschilari ispaniyada tarixiy natijani qayd etdi,positive
xitoyda covid cheklovlari ortidan namoyishlar yuzaga keldi,positive
qoraqalpog‘istondagi tartibsizliklar bo‘yicha sud qachon boshlanishi ma’lum bo‘ldi,positive
bemorlar qariyb nafar o‘zbekistonda kunlik kasallanishlar yana oshdi kasallanish soni qaysi hududlarda eng ko‘p qayd etilmoqda,positive
toshkentda madaniyat uyi yongani rad etilib tutun xodimlar shashlik pishirganidan chiqqani aytilmoqda,positive
turkiyada yo‘lovchi avtobusining ag‘darilib ketishi oqibatida kishi jabrlandi,negative
farg‘onada ayol o‘zini iib binosi oldida yoqib yubormoqchi bo‘ldi bunga uning qizi qo‘shmachilik qilgani sabab bo‘lgani aytilmoqda,positive
bahodir jalolovdan navbatdagi g‘alaba aqshlik raqib raundda nokautga uchradi,positive
bugun juda ko‘p hududlarda havo harorati darajaga ham ko‘tarilmaydi butun o‘zbekiston bo‘ylab tuman tushadi noyabr uchun ob havo ma‘lumoti,positive
kun fotosi fransiyaga ta goli orqali g‘alaba keltirgan kilian mbappe terma jamoasiga pley off yo‘llanmasini naqd qildi va o‘z golini mana shunday nishonladi,positive
messining qahramonligi va fernandesning chiroyli goli argentinaga meksika ustidan g‘alaba olib keldi so‘nggi tur oldidan argentina guruhdan chiqish imkoniyatini saqlab qoldi jadval,positive
belarus tashqi ishlar vaziri vladimir makey to‘satdan vafot etdi uning o‘lim sabablari haqida hech qanday ma’lumot yo‘q u yildan buyon respublika tashqi ishlar vaziri lavozimida faoliyat yuritib kelayotgandi,negative
kunning eng qaynoq sport va futbol yangiliklari bilan tanishing krishtianu ronalduga braziliyadan yangi da‘vogar paydo bo‘ldi u keyingi messi bo‘ladi uning ilk o‘yinini ko‘rganimdayoq buni sezgandim lotar matteus atletiko hujumchisi jamoadan ketadi unga yevropaning grand jamoasi da‘vogar yili juda kuchli edik menimcha bu yil jahon chempionatida autsaydermiz kevin de bruyne o‘zbek futbolida yilning eng yax,positive
yili juda kuchli edik menimcha bu yil jahon chempionatida autsaydermiz kevin de bruyne yulduz futbolchi terma jamoasining muvaffaqiyatiga ishonmayaptimi,positive
levandovskidan mundiallardagi debyut gol saudiyadan kuchli qarshilik polsha qiyin kechgan o‘yinda arabistonliklarni mag‘lub etdi uchrashuvda robert golpas amalga oshirdi shesni esa penalti qaytardi,positive
hakamlar murabbiylar va to‘purarlardan tortib eng yaxshi futbolchi va ramziy jamoagacha o‘zbek futbolida yilning eng yaxshilari taqdirlandi sovrindorlarning barchasi bilan tanishing,positive
svetsiz qolgan davlat nasa kosmosdan ukrainaning zulmatda qolgan tasvirini e’lon qildi,negative
o‘zbekistonning tashqi savdo aylanmasidagi top davlatlar ma‘lum bo‘ldi,positive
neymar messi va ronaldu darajasidagi futbolchi emas jon terri,positive
o‘zbekiston misrga guruch eksportini yo‘lga qo‘yishi mumkin shuningdek mirsdan o‘zbekistonga sitrus mevalar importi amalga oshiriladi,positive
toshkentda kun oldin tashkil etilgan yangi ekspress yo‘nalishidagi avtobusda yong‘in sodir bo‘ldi,positive
marosimning eng asosiy sovrinlari o‘z egalariga topshirildi o‘zbekistonning yildagi eng yaxshi murabbiyi timur kapadze olimpik o‘zbekiston olimpiya terma jamoasi o‘zbekistonning yildagi eng yaxshi futbolchisi jamshid iskanderov navbahor,positive
superligada yilning eng chiroyli goli e’lon qilindi surxon futbolchisi islomjon toshpo‘latovning qo’qon darvozasiga urgan ushbu pushka goli yil goli deb topildi,positive
superligada yilning eng yaxshilari taqdirlandi eng zo‘r coca cola superliga to‘purari dragan cheran paxtakor ta gol eng zo‘r coca cola superliga yil murabbiyi ro‘ziqul berdiyev nasaf coca cola superliga yil futbolchisi dragan cheran paxtakor chempion to‘purar,positive
akmaljon maxmudaliyev sirdaryo viloyati hokimi vazifasini bajaruvchi etib tayinlandi,positive
ayollar futbolida yilning eng yaxshilari taqdirlandi oliy liganing eng yaxshi futbolchisi maftuna shoyimova himoyachi bo‘lib turib ta gol urgan oliy liga to‘purari diyora xabibullayeva so‘g‘diyona w safida ta gol bilan chempionat to‘purari oliy liganing eng yaxshi murabbiyi vladislav xan sevinch safida mamlakat chempionligi va kubogi sohibiga aylandi,positive
futzal bo‘yicha yilning eng yaxshilari taqdirlandi jizzax kenteks bilan mamlakat chempionligi hamda kubogini o‘ziniki qilib olgan va o‘zbekiston terma jamoasi bilan osiyo chempionatining bronza medallariga ega chiqqan bahodir ahmedov eng yaxshi futzal murabbiui deb topildi bmb klubi hamda o‘zbekiston futzal terma jamoasi yetakchisi o‘tgan mavsum jizzax kenteks bilan o‘zbekiston chempionligi va kubogini qo‘lga kiritib terma jamoa safida o,positive
marosim qizg’in pallasiga kirib bormoqda yilning eng yaxshi yoshlar murabbiyi sovrini u terma jamoamiz bilan osiyo chempionatida saudiya xitoy yaponiya hamda urugvay kabi terma jamoalarni yengib chempionga aylangan farhod nishonovga topshirildi shuningdek yilning eng yaxshi yosh futbolchisi sovrini superliga mavsumida o‘yinda maydonga tushib gol va ta golli uzatmani amalga oshirgan paxtakor a’zosi abbosbek fayzullayevga t,positive
o‘zbekiston tog‘laridagi tonna tuproqda grammdan grammgacha oltin borligi aniqlandi,positive
renessans hall majmuasida eng zo‘r uz football awards taqdirlash marosimi boshlandi dastlab nominatsiya bo‘yicha mukofotlar o‘z egasiga topshirildi o‘zbek futboli nuroniysi mukofoti o‘zbek futboli afsonasi yoshni qarshilash arafasida turgan birodar abduraimovga topshirildi shuningdek fidoyilik ramzi sovrini qariyb yildan buyon qo‘qonlik futbol muxlislari qo‘qonga tashrif buyurayotgan futbol jamoalari uchun xizmatda bo‘lga,positive
o‘zbekiston futbol assotsiatsiyasi hamda o‘zbekiston professional futbol ligasi tomonidan an’anaviy tarzda tashkil etiluvchi yil yakunlariga bag‘ishlangan eng zo‘r uz football awards taqdirlash marosimi boshlanish arafasida bu haqda uzreportnews muxbiri xabar bermoqda taqdirlash marosimining eng qiziqarli jarayonlarini biz bilan kuzatib boring,positive
germaniya turnir boshida o‘z nuqtayi nazarini bayon qildi endi e’tibor futbolga xaverts,negative
yaponiyalik olimlar xurmo inson organizmiga koronavirus bilan kurashishda yordam berishini aniqladi tajriba sichqonlarda o‘tkazilgan,positive
xavi busketsning barsadan ketishiga qarshi rahbariyat esa uni olib qolmoqchi emas,negative
o‘zbekistonda oyda mingdan ziyod nikoh holatlari qayd etildi hududlar kesimida solishtirilganda samarqand viloyati yetakchilik qilmoqda,positive
u keyingi messi bo‘ladi uning ilk o‘yinini ko‘rganimdayoq buni sezgandim lotar matteus,positive
andijondagi yirik yo‘l transport hodisasi oqibatida nafar fuqaro jarohat olgani ma‘lum bo‘ldi sog‘liqni saqlash vazirligi jarohat olgan fuqarolarni nazoratga olgan,negative
o‘zbekistonda sement importi o‘tgan yilning mos davri bilan solishtirilganda ming tonnaga kamaygan respublikaning sement importida tojikiston yetakchilik qilmoqda,positive
aqsh polshada ukraina artilleriyasini ta‘mirlash bazasini tashkil qildi,negative
jahon chempionatida durang yaxshi natija keyn aqshga qarshi o‘yindagi haqida,positive
surxondaryoda yoshli yigit ikki yildan beri aloqada bo‘lib kelgan ayolning erini o‘ldirdi holat yuzasidan jinoyat ishi qo‘zg‘atilgan,negative
andijonda avtobus va yuk mashinasi to‘qnashuvi oqibatida ikki nafar yo‘lovchi vafot etdi,negative
ovoz bering va g’olib bo’ling jahon chempionatiga oz futsatlar qoldi va sizda o‘z intuitsiyangizni sinab ko‘rish imkoniyati bor jch matchlari bo‘yicha ovoz bering va ajoyib sovg‘alarni yutib oling iphone playstation televizorlar va ko‘plab boshqa sovg‘alar xo‘sh tayyormisiz unda biz sizlarni bu yerda kutamiz supermuxlisbot,positive
sirdaryoda o‘tkazilgan tender tanlovlarida mln so‘mlik shartnomalar haqiqiy emas deb topilib bekor qilindi shuningdek ta holat bo‘yicha mas’ul rahbarlarga nisbatan ma’muriy tartibda intizomiy chora qo‘llanilgan,positive
eng zo‘r bugun o‘zbekiston futbolining yildagi eng yaxshilari taqdirlanadi ushbu qiziqarli marosimning eng muhim jarayonlarini saytimiz orqali kuzatib borishingiz mumkin,positive
odil ahmedovning tug‘ilgan kuniga mercedes gelenvagen avtomobili sovg‘a qilindi,positive
qosim jomart to‘qayev rasman qozog‘iston prezidenti sifatida ish boshladi inauguratsiya marosimida to‘qayev qasamyod qildi va shundan so‘ng unga respublika prezidentining guvohnomasi topshirildi,positive
atletiko hujumchisi jamoadan ketadi unga yevropaning grand jamoasi da‘vogar,positive
o‘zbekistonda iyun oyidan beri birinchi marta koronavirus bilan kunlik kasallanish ko‘rsatkichlari soni dan oshdi,positive
forbes rossiya budjetining chorak qismini ukraina bilan urushga sarfladi nashrning qayd etishicha rossiyaning harbiy ehtiyojlar uchun o‘z resurslari tugab bormoqda,positive
bo‘stonliqda quyi chotqol ges to‘g‘onini qurish uchun daryo o‘zanini to‘sish boshlandi,positive
ayollar huquqi hurmat qilinmagan jamiyat inqirozga yuz tutadi turkiya prezidenti rajab toyyib erdo‘g‘an,positive
krishtianu ronalduga braziliyadan yangi da‘vogar paydo bo‘ldi,positive
nato bosh kotibi rossiya harbiy mag‘lubiyatidan oldin putin bilan muzokara o‘tkazishni rad etdi agar ukraina rossiyani jang maydonida mag‘lub etmasdan muzokaraga kirishsa barqaror tinchlik bo‘lmaydi shuning uchun kiyevga harbiy yordam ko‘rsatishni davom ettirish zarur deya ta‘kidladi nato bosh kotibi yens stoltenberg,negative
o‘zbekiston shimol janub yo‘nalishi bo‘ylab yangi multimodal transport yo‘lagini tashkil etmoqchi,positive
xitoyning guanchjou shahrida ming kishiga mo‘ljallangan karantin lageri qurilmoqda,negative
o‘tgan tunning eng qaynoq futbol yangiliklari bir sahifada rasman qatar jahon chempionati guruh bosqichidan chiqa olmasligi aniq bo‘lgan ilk terma jamoaga aylandi hozircha boshqa barcha terma jamoalarda pley off uchun imkoniyat bor braziliya himoyachisi danilo ham jarohat sababli jahon chempionati guruh bosqichi o‘yinlarini o‘tkazib yuboradigan bo‘ldi davomi,negative
saudiya arabistoni shahzodasi jch da argentina ustidan g‘alaba uchun terma jamoa futbolchilariga rolls roys avtomobilini sovg‘a qildi avvalroq futbolchilarning har biriga mln yevrodan berilgan edi,positive
oyda nafar chet ellik shaxs o‘zbekistonga dron olib kirgani uchun javobgarlikka tortildi,positive
iliq harorat saqlanib qoladi noyabr o‘zbekiston bo‘ylab kuzatiladigan ob havo ma‘lumoti e‘lon qilindi,positive
zerikarli o‘tgan ingliz jamoalari qarama qarshiligida angliya aqshni yuta olmadi,positive
uzreport axborot agentligi asoschisi va bosh direktori ravshanxon djurayev toshkentdagi xalqaro vestminster universiteti faxriy unvoni bilan taqdirlandi,positive
shaxmat bo‘yicha jahon chempionati vunderkind grossmeysterlarimiz finaldagi yurishini yakunladi bu safar ham ular oltin medallarga juda yaqin kelishdi biroq,negative
o‘zbekistonga eng ko‘p kofe italiyadan import qilinmoqda tonna,positive
kunning eng qaynoq sport va futbol yangiliklari bilan tanishing germaniya terma jamoasi yulduzlari yaponiyaga qarshi bahsdan avval soat siyosiy imo ishoralarni muhokama qilgani ma’lum bo‘ldi messi umumiy guruh mashg‘ulotlarida ishtirok etmadi u keyingi o‘yinni o‘tkazib yuboradimi davlat bobonov psj bilan yevropa chempionlar ligasida qatnashadi braziliya peshqadam argentina o‘ringa tushib ketdi goal turdan so‘ng jahon chem,positive
qurilishi tugallanmagan obyektlar mol mulk va yer solig‘ini oshirilmagan stavkalarda to‘laydi soliq kodeksiga yer solig‘iga doir o‘zgartirishlar kiritilmoqda,positive
braziliya peshqadam argentina o‘ringa tushib ketdi goal turdan so‘ng jahon chempionati favoritlari reytingini yangiladi,positive
toshkentda va sinf o‘quvchilari o’zaro janjallashgani bo’yicha jinoyat ishi qo’zg’atildi video,positive
chinozda o‘z xonadonida qimorxona tashkil qilgan yoshli erkak ushlandi,positive
birlashgan arab amirliklarining dp world kompaniyasi bilan navoiy erkin iqtisodiy zonasini boshqarish bo‘yicha kelishuv imzolandi shu bilan shavkat mirziyoyev navoiyga tashrifini yakunlab toshkentga qaytib keldi,positive
garet beyl eronga mag‘lub bo‘lgan o‘yinida terma jamoasi safida yangi rekord o‘rnatdi,positive
buxoroda mlrd so‘mlik pirotexnika vositalarining yashirin oldi sotdisi oldi olindi,positive
shavkat mirziyoyev zarafshon oyna korxonasini ishga tushirishga bagʻishlangan marosimda ishtirok etdi hamda gidro stanko servis korxonasi faoliyati bilan tanishdi,positive
vladimir zelenskiy qirim qanday yo‘l bilan bo‘lmasin qaytarilishi kerak,negative
braziliya muxlislari uchun noxush xabar neymar guruh bosqichida boshqa o‘ynay olmaydi,negative
toshkentdagi yo‘nalishli taksi va avtobuslarni biriktirish bo‘yicha tender e’lon qilindi unda ta yo‘nalishli taksi va avtobus yo‘nalishlari keltirilgan bo‘lib takliflar onlayn qabul qilinadi,positive
tashabbusli budjet loyihasi bo‘yicha mlrd so‘mlik qonun buzilishi holatlari aniqlandi,positive
ommaviy otishmalardan so’ng bayden yana bir bor qurollarni sotishni taqiqlashga chaqirdi,positive
so‘nggi daqiqalar dramasi qizil kartochka va sensatsiya eron uelsni mag‘lub etdi,positive
davlat bobonov psj bilan yevropa chempionlar ligasida qatnashadi,positive
qozog‘istonda odam o‘g‘irlashda gumonlanib to‘rt nafar o‘zbekiston fuqarosi qo‘lga olindi,positive
toshkentda turonbank murojaati bilan o‘tkazilgan tekshiruvda bankomatlardan mln so‘m pulni yeb yuborgan xodimlar ushlandi,positive
yilda o‘zbekistonda talabalar uchun mingga yaqin yotoq o‘rni yaratiladi,positive
germaniya terma jamoasi yulduzlari yaponiyaga qarshi bahsdan avval soat siyosiy imo ishoralarni muhokama qilgani ma’lum bo‘ldi ushbu yig‘ilishda noyer gyundogan kimmix goretzka myuller va yana futbolchi ishtirok etgan,negative
o‘zbekistonda kartoshka importi o‘tgan yil bilan solishtirilganda ming tonnaga oshgan oyda ta davlatdan mln dollarlik kartoshka import qilindi respublikaning o‘zi o‘tgan oy davomida qancha kartoshka yetishtirdi,positive
samarqandda bank yuristi pora bilan qo‘lga tushdi u o‘z xizmatini qanchaga baholagan,positive
yoshlarni qo‘llab quvvatlash bo‘yicha navoiy viloyati tajribasi yaratiladi bundan tashqari yoshlar jamg‘armasi hisobidan viloyatdagi ta maktab kitob va musiqa asboblari bilan ta’minlanadi,positive
kg guruch so‘m dona tuxum so‘m litr o‘simlik yog‘i so‘m bozorlarda noyabr oyidagi narx navo,negative
davlat bobonov psj bilan yevropa chempionlar ligasida qatnashadi,positive
iltimos ronalduni tanqid qilishda davom eting bruno fernandesh,positive
onkologiya markazi va uning filiallari sotuvga qo‘yilgani munosabati bilan qachon xaridorlarga bo‘shatib berilishi ma’lum qilindi,negative
toshkentda eri va qaynotasi tomonidan majburlan olib ketilgan kelinga himoya orderi berildi,positive
jizzaxda ta yangi mehmonxona ish boshladi,positive
beyl uelsdagi maktab o‘qituvchilariga bolalarga eron bilan o‘yinni ko‘rishga ruxsat berishlarini so‘radi,positive
sirdaryoda sinf o‘quvchisini tok urib yubordi bola maktabdan qaytayotgan vaqtida elektr transformatori ostiga kirib qolgan kuchukni ko‘rib uni qutqarmoqchi bo‘lgan,negative
noyabr dam olish kunlari o‘zbekistonda qanday ob havo kuzatiladi o‘zgidromet ma‘lumoti,positive
jahon chempionati turidan so‘ng turnir to‘purarlar jadvali bilan tanishing hozircha ilk turdan keyin nafar futbolchi bir xil natija bilan bu ro‘yxatda peshqadamlikni saqlab turibdi birinchi uchrashuvda muxlislar xet trik guvohi bo‘lishmadi,positive
farg‘onada yaponiya kompaniyasi bilan hamkorlikda dronchilar maktabi tashkil etiladi,positive
prezident navoiy viloyatini respublikaning namunaviy hududiga aylantirish bo‘yicha yangi tashabbuslarni ilgari surdi birinchi tashabbus viloyat elektr energiyasini tejash bo‘yicha namuna bo‘ladi buning uchun barcha tashkilotlarga foiz quyosh panellari o‘rnatiladi barcha suv nasoslarini samarali ishlatish tizimi yo‘lga qo‘yiladi ikkinchi tashabbus yashil makon loyihasini amalga oshirishda viloyat namunaviy hududga aylantiriladi bu,positive
neymar jch turida eng ko‘p qo‘pollik ishlatilgan futbolchi gavi ikkinchi o‘rinda,positive
boulevard tashkent city’dagi tayyor turar joy majmuasi kadastrga ega xonadonlar yopiq hovlilar yerosti avtoturargohi ikki qadamlik masofada joylashgan ulkan park foydali sarmoya dreamcityuz,positive
normat tursunov navoiy viloyatining hokimi etib tasdiqlandi taqdimotdan so‘ng viloyat kengashi deputatlari nomzodning taklif va rejalarini muhokama qildi o‘z fikr mulohazalarini bildirdi so‘ng navoiy viloyati hokimini tayinlash masalasi ovozga qo‘yildi ovozga qo‘yish natijalariga ko‘ra normat tursunov navoiy viloyatining hokimi etib tasdiqlandi sessiya yakunida prezidentimiz xalq vakillari tomonidan yuksak ishonch bildirilgan normat tursu,positive
qiziq fakt o‘zbekistonda ming nafar qizlar yoshgacha nikohdan o‘tgani ma‘lum bo‘ldi shuningdek oy ichida yoshdan katta mingga yaqin ayol nikohdan o‘tgan,positive
noyabr xotin qizlarga nisbatan zo‘ravonliklarga barham berish xalqaro kuni ushbu kunda dunyo bo‘ylab ayollar va qizlarga nisbatan zo‘ravonlikdan xoli kelajak ramzi sifatida bir nechta tadbirlar o‘tkaziladi,positive
ronalduni goli bilan tabriklayman ochig‘i juda xafa bo‘ldim gana bosh murabbiyi hakamlar unga golni sovg‘a qildi deya qo‘shimcha qiladi u,positive
quva shahristoni arxeologiya yodgorligi hududida kanalizatsiya o‘tkazish uchun qazish ishlari olib borgan mchj aniqlandi,positive
prezident nomzodning taqdimoti bilan tanishar ekan navoiyda yilda ijtimoiy muammolarni hal etishga qo‘shimcha milliard so‘m oilaviy tadbirkorlikni rivojlantirishga yana milliard so‘m resurs ajratilishini ta’kidladi bundan tashqari agrar soha ichimlik suvi va avtomobil yo‘llari loyihalariga qo‘shimcha million dollar jalb qilish bo‘yicha topshiriq berildi bu imkoniyatlardan foydalanib kelasi yil ming aholi bandligini t,positive
