text,date,sentiment,promotional,view_count,like_count,dislike_count,love_count,fire_count,happy_count,sad_count,clap_count,think_count,angry_count,total_reactions
" Губернатор Санкт-Петербурга Александр Беглов 7-9 ноября посетит Ташкент и Самарканд.

",2022-10-21 23:37:34,positive,no,25802.0,300.0,80.0,0.0,0.0,11.0,0.0,3.0,0.0,6.0,400.0
" В ноябре этого года пройдет значимое культурное событие для Европы и Узбекистана – в Лувре откроется выставка древних артефактов, найденных на территории нашей страны. На ней будет представлено 70 уникальных отреставрированных артефактов.

",2022-10-21 20:27:06,positive,no,26272.0,106.0,11.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,132.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 21 ОКТЯБРЯ:  

 Других сопоставимых альтернатив у нас пока нет. Эксперт об интеграции Узбекистана и ЕАЭС

 В Узбекистане презентовали новую региональную авиакомпанию Silk Avia. Какими будут цены на билеты

 В Казахстане задержаны члены банды, занимавшиеся вымогательством денег у уз",2022-10-21 20:06:31,positive,no,25274.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
" Генпрокуратура озвучила некоторые подробности уголовного дела, возбужденного в отношении экс-хокима Термеза Исроила Худойбердиева и других бывших городских чиновников.

",2022-10-21 19:15:34,positive,no,27068.0,76.0,3.0,0.0,8.0,12.0,0.0,0.0,0.0,11.0,110.0
" В Министерстве народного образования (МНО) назвали даты осенних каникул в школах.

",2022-10-21 18:45:30,positive,no,26039.0,74.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,99.0
" Посол КНР в Узбекистане Цзян Янь поздравила узбекистанцев с Днем узбекского языка, прочитав стихотворение ""Солнце восходит с Востока вечно"" на узбекском языке.

",2022-10-21 17:32:51,positive,no,23760.0,275.0,14.0,0.0,6.0,11.0,0.0,24.0,0.0,0.0,330.0
" Руководитель Клуба политологов ""Южный Кавказ"" Ильгар Велизаде отметил все более возрастающую роль Узбекистана в регионе.

",2022-10-21 17:26:28,positive,no,23913.0,117.0,3.0,0.0,0.0,17.0,0.0,4.0,6.0,0.0,147.0
" Шавкату Мирзиёеву присвоено звание почетного профессора Туркменского государственного университета имени Махтумкули.

",2022-10-21 17:18:10,positive,no,22502.0,170.0,21.0,0.0,0.0,81.0,0.0,4.0,10.0,0.0,286.0
" Новая авиакомпания будет использовать французско-итальянские самолеты ATR 72-600.  Все самолеты будут ""одеты"" в интересную ливрею в виде развевающегося хан-атласа.

",2022-10-21 17:06:36,positive,no,20390.0,205.0,7.0,0.0,11.0,17.0,0.0,9.0,0.0,0.0,249.0
" В Самарканде прошла презентация новой региональной авиакомпании Silk Avia. Цены на билеты будут демократичными – от 180 до 335 тысяч сумов.

",2022-10-21 17:06:23,positive,no,19889.0,113.0,0.0,0.0,0.0,14.0,0.0,7.0,8.0,0.0,142.0
" В Государственном налоговом комитете объяснили, сколько денег на налоговых льготах экономят узбекистанцы, дети которых учатся в частных детских садах и школах, а также как оформить эти преференции.

",2022-10-21 16:27:01,positive,no,24706.0,26.0,15.0,0.0,0.0,3.0,0.0,0.0,51.0,17.0,112.0
" Тюркские государства обсуждают создание единого алфавита. Для ускорения процесса языкового единства и перехода тюркских государств на общий алфавит сформирована Комиссия по созданию единого алфавита.

",2022-10-21 14:56:46,negative,no,25982.0,150.0,384.0,0.0,5.0,19.0,0.0,5.0,37.0,10.0,610.0
" Гурбангулы Бердымухамедов подарил Шавкату Мирзиёеву щенка туркменского алабая

В Туркменистане щенки этой породы считаются национальным достоянием наравне с ахалтекинскими скакунами. Преподнести его в качестве подарка – это выражение высокого уважения к человеку.

",2022-10-21 14:01:08,positive,no,23177.0,413.0,19.0,0.0,1.0,53.0,0.0,1.0,6.0,3.0,496.0
" Объем автомобильного рынка Узбекистана по итогам девяти месяцев этого года достиг 1,1 миллиона проданных авто.

",2022-10-21 13:19:36,positive,no,23724.0,56.0,36.0,0.0,0.0,18.0,0.0,4.0,15.0,0.0,129.0
" В Казахстане задержаны члены бандгруппы, занимавшиеся вымогательством денег у узбекистанцев и других иностранных граждан на узбекско-казахской границе.

",2022-10-21 12:59:45,positive,no,24781.0,279.0,4.0,0.0,0.0,9.0,0.0,0.0,5.0,68.0,365.0
" Прокуратура Карши возбудила уголовное дело по факту хищения бюджетных средств должностными лицами городского отдела народного образования.

",2022-10-21 12:41:55,positive,no,23942.0,163.0,1.0,0.0,2.0,47.0,0.0,6.0,0.0,29.0,248.0
" Экс-хоким Термеза Исроил Худойбердиев и ряд других бывших чиновников термезской администрации задержаны. Они подозреваются в многомиллиардных хищениях.

",2022-10-21 12:21:57,positive,no,24164.0,203.0,0.0,0.0,0.0,49.0,0.0,20.0,4.0,30.0,306.0
" Блогер и эксперт по цифровой безопасности Шухрат Курбанов (Kurbanoff.net) рассказал о появившейся возможности изменения персонального идентификационного номера физического лица (ПИНФЛ), которая может стать ""форточкой"" для лиц, планирующих, с точки зрения информационных систем, стать новым человеком.

Такая возможность",2022-10-21 11:53:08,positive,no,24212.0,90.0,5.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,111.0
" Узгидромет распространил экстренное сообщение. В Узбекистан в ближайшие дни придут дожди, ожидается понижение температуры воздуха на 8-10 градусов ниже нормы.

",2022-10-21 10:14:23,positive,no,26886.0,137.0,18.0,0.0,0.0,0.0,53.0,0.0,10.0,10.0,228.0
" Узбекистан продолжает развивать свое участие в различных интеграционных образованиях, демонстрируя вектор по созданию экспортоориентированной модели экономики. Особую роль в этом процессе играет Евразийский экономический союз, в который уже входят почти все основные торговые партнеры нашей страны.

Что происходит с со",2022-10-21 09:16:40,positive,no,24634.0,120.0,26.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,164.0
" Южнокорейский производитель бытовой техники LG планирует закрыть завод в Подмосковье и перенести производство из России: компания выбирает между Узбекистаном и Казахстаном. В Узбекистане переговоры велись с Artel, на мощностях которого производится в том числе техника Samsung. 

В Казахстане у LG с 1998 года уже работ",2022-10-21 09:03:08,positive,no,24826.0,191.0,45.0,0.0,0.0,29.0,0.0,2.0,18.0,15.0,300.0
" Сегодня около 50 миллионов человек во всем мире говорят на узбекском языке. Этот прекрасный язык изучают с большим интересом во многих государствах мира, заявил Шавкат Мирзиёев в своем поздравлении ко Дню узбекского языка.

По его словам, одной из неотложных задач является перевод языка информационно-коммуникационных ",2022-10-21 08:47:50,positive,no,24564.0,193.0,45.0,0.0,8.0,87.0,0.0,0.0,10.0,0.0,343.0
" Служба санитарно-эпидемиологического благополучия и общественного здоровья (СЭС) объяснила действия водителя ""Ласетти"", который чуть не спровоцировал ДТП в Ташкенте. По данным ведомства, у него в автомобиле находился родственник, у которого было плохое самочувствие.

",2022-10-21 08:31:25,positive,no,24140.0,28.0,79.0,0.0,0.0,340.0,4.0,0.0,12.0,153.0,616.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 20 ОКТЯБРЯ:  

 В Узбекистане сейчас нет необходимости в запуске собственного спутника – министр

 В Гулистане мать пыталась продать годовалого малыша, чтобы оплатить лечение второго ребенка

 Узбекистанец угнал полицейскую машину, сбил оперативника и утонул, пытаясь убежать от пра",2022-10-20 19:45:34,positive,no,25291.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
" Сегодня в соцсетях появилось видео, в котором водитель ""Ласетти"" с мигалкой провоцирует ДТП в Ташкенте, при этом активно доказывая свое превосходство окружающим.

Пользователей в соцсетях возмутило поведение водителя, который сначала грубо вытолкнул с полосы автомобиль, а затем попытался во время езды доказать его вла",2022-10-20 19:39:07,negative,no,24910.0,35.0,27.0,0.0,0.0,25.0,2.0,8.0,3.0,375.0,475.0
" Шавкат Мирзиёев отправился с официальным визитом в Туркменистан

",2022-10-20 19:17:11,positive,no,24529.0,121.0,7.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,151.0
" Осенью в Париже откроются две крупномасштабные выставки, посвященные культурному наследию Узбекистана

Фонд развития культуры и искусства при Кабинете Министров Республики Узбекистан выступил организатором двух выставок в Париже, которые откроются в ноябре 2022 года – в Музее Лувра и в Институте арабского мира – для о",2022-10-20 18:15:02,positive,no,25155.0,112.0,30.0,0.0,4.0,13.0,0.0,0.0,9.0,0.0,168.0
" В Гулистане мать пыталась продать годовалого малыша, чтобы оплатить лечение второго ребенка.

",2022-10-20 16:50:51,negative,no,26420.0,24.0,17.0,0.0,1.0,4.0,324.0,6.0,23.0,122.0,521.0
"Туркменистан готовится к визиту Мирзиёева. Он пройдет 20-21 октября.

",2022-10-20 15:02:29,positive,no,24069.0,155.0,28.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,200.0
"В Кодекс об административной ответственности введена новая статья. Она предусматривает штраф или арест за неуважительное отношение к объектам материального и культурного наследия. 

",2022-10-20 14:27:41,positive,no,25423.0,236.0,10.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,267.0
"Узбекистанец в Новосибирске угнал полицейскую машину, сбил оперативника и скрылся с места задержания. Затем он врезался и утонул, пытаясь уплыть от полицейских.

",2022-10-20 14:09:10,positive,no,25797.0,29.0,54.0,0.0,0.0,209.0,38.0,1.0,20.0,63.0,414.0
"В Джизакской области с рельсов сошел локомотив. Инцидент произошел из-за столкновения поезда с грузовиком. 

",2022-10-20 12:37:43,negative,no,25206.0,19.0,0.0,0.0,3.0,3.0,69.0,0.0,12.0,113.0,219.0
"Узбекистан и Кыргызстан ведут переговоры о возобновлении пассажирского железнодорожного и автобусного сообщения, а также увеличении количества авиарейсов между двумя странами. 

",2022-10-20 12:22:26,positive,no,24451.0,134.0,15.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,152.0
"На днях в соцсетях появились сообщения о том, что директор школы в Навои нанесла несколько ударов десятикласснице по груди и голове за то, что она прогуливала уроки. Из-за этого ученица потеряла сознание. 

",2022-10-20 12:08:54,negative,no,24620.0,37.0,10.0,0.0,1.0,4.0,12.0,13.0,18.0,311.0,406.0
"Министр транспорта Узбекистана Ильхом Махкамов в ходе выступления на международной конференции в Таджикистане выдвинул ряд интересных инициатив. В частности, он предложил запустить новый транспортный коридор из Китая, а также упростить процессы пересечения контрольно-пропускных пунктов в Центральной Азии при грузоперев",2022-10-20 11:22:00,positive,no,24768.0,120.0,10.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0,152.0
"Группа выпивших парней в Навои напала на водителя за то, что он не захотел их покатать по ночному городу.

",2022-10-20 09:59:12,negative,no,24837.0,22.0,26.0,0.0,0.0,19.0,4.0,0.0,6.0,249.0,326.0
"В Узбекистане сейчас нет реальной необходимости в запуске собственного спутника. Об этом рассказал в ходе пресс-конференции в Ташкенте министр по развитию информационных технологий Шерзод Шерматов.

""Главный вопрос – зачем нужен этот спутник? Если вы тратите на него 300 миллионов долларов или еще больше, вы должны окуп",2022-10-20 09:43:20,positive,no,24022.0,187.0,36.0,0.0,3.0,98.0,3.0,0.0,15.0,5.0,347.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 20 ОКТЯБРЯ:  

 Знаменитые братья Сафроновы в Намангане снимают реалити-шоу ""Узбекистан - караван чудес""

 Страшная история. Жительница Ташкента рассказала, что ее дочь в течение семи лет подвергается избиениям со стороны мужа

 Заключенный в Кашкадарье изготавливал фальшивые деньги.",2022-10-20 09:07:47,positive,no,24194.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,41.0
"Заместитель спикера нижней палаты парламента Узбекистана Одилжон Таджиев заявил о необходимости усиления наказания в отношении виновников ДТП.

",2022-10-20 08:41:46,positive,no,24583.0,430.0,6.0,0.0,1.0,5.0,3.0,0.0,10.0,0.0,455.0
"Каким будет новый город, строящийся на границе Ташкента

Парень, избивший врачей и оторвавший дверь скорой помощи, заявил, что ничего не помнит

Фальшивомонетчик, который печатал деньги во время заключения в колонии

А также фокус-покус

Читайте об этом и многом другом в обзоре главных событий в Узбекистане на 19 октяб",2022-10-19 23:59:19,positive,no,25560.0,33.0,13.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,56.0
"Заключенный в Кашкадарьинской области изготавливал фальшивые деньги. Ему удалось напечатать на принтере полмиллиарда сумов.

",2022-10-19 22:19:56,positive,no,26056.0,67.0,10.0,0.0,3.0,213.0,1.0,5.0,0.0,24.0,323.0
"Жительница Ташкента рассказала, что ее дочь в течение семи лет подвергается избиениям со стороны мужа. По ее словам, они пытались найти защиту у сотрудников правоохранительных органов, однако неповоротливая система не смогла им помочь. После появления публикации в соцсетях в ГУВД заявили, что по данному факту возбужден",2022-10-19 22:04:34,negative,no,26217.0,73.0,0.0,0.0,5.0,2.0,42.0,0.0,10.0,311.0,443.0
"В Россию в первом полугодии этого года въехало в 1,7 раза больше мигрантов из Узбекистана, чем в аналогичном периоде прошлого года.

",2022-10-19 20:49:26,positive,no,25940.0,95.0,29.0,0.0,0.0,111.0,3.0,0.0,23.0,8.0,269.0
"Международный аэропорт ""Термез"" с 1 ноября по 25 декабря 2022 года приостановит прием и выпуск воздушных судов в связи с подготовкой к вводу в эксплуатацию нового аэродромного комплекса.

",2022-10-19 20:25:11,positive,no,25370.0,76.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,89.0
"Знаменитые иллюзионисты братья Сафроновы в Намангане снимают реалити-шоу ""Узбекистан - караван чудес"".

",2022-10-19 19:40:16,positive,no,25766.0,298.0,34.0,0.0,4.0,21.0,0.0,0.0,10.0,0.0,367.0
"В Ташкенте прошла международная конференция ""Афганистан: региональная взаимосвязанность, безопасность и развитие"".

",2022-10-19 18:57:14,positive,no,25277.0,49.0,29.0,0.0,0.0,0.0,0.0,3.0,78.0,0.0,159.0
"В Институте арабского мира в Париже 23 ноября открывается выставка уникальных произведений народного прикладного искусства Узбекистана ""Дорога в Самарканд. Чудеса шелка и золота"", созданных в период с середины XIX – начало XX века, сообщила заместитель председателя Совета Фонда развития культуры и искусства Узбекистана",2022-10-19 18:32:27,positive,no,24646.0,89.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,105.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 19 ОКТЯБРЯ:  

 Каким будет город Новый Ташкент. Фото проекта с презентации президенту

""Худудгазтаъминот"" реализует программу по цифровой трансформации системы поставки газа населению и оптовым потребителям

У Ташкента появится трехмерная цифровая модель со всеми объектами. Она бу",2022-10-19 18:09:51,positive,no,24425.0,21.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0
"22-летний молодой человек, избивший в Ташкенте врача и водителя, а также оторвавший дверь скорой помощи, заявил, что не знает, как это произошло, он просто вырубился и ничего не помнит. 

",2022-10-19 17:44:56,negative,no,25023.0,23.0,33.0,0.0,0.0,174.0,5.0,12.0,13.0,258.0,518.0
"В UzAuto Motors после открытого конкурса приняли на работу более 1800 человек

Выпуск моделей автомобилей Chevrolet Onix и Tracker потребовал от АО «UzAuto Motors» объявить конкурс вакансий для создания новых рабочих мест. Онлайн заявки подали более 8000 граждан из Андижанской, Ферганской и Наманганской областей. Канди",2022-10-19 16:00:48,positive,yes,25376.0,94.0,26.0,0.0,0.0,45.0,0.0,1.0,9.0,1.0,176.0
"В Ташкенте снова появились лже-пожарные. Мошенники выдают себя за представителей властей и собирают под разными предлогами деньги. Очередной подобный случай был зафиксирован в Мирабадском районе Ташкента.  

",2022-10-19 15:28:06,negative,no,33084.0,34.0,21.0,0.0,0.0,49.0,4.0,4.0,0.0,255.0,367.0
"Президент General Motors International Шилпан Амин 21-24 октября посетит Узбекистан. В ходе встреч и переговоров в Ташкенте глава GM намерен обсудить текущее состояние сотрудничества с Узбекистаном, а также дальнейшие шаги по развитию автомобильной отрасли в нашей республике. 

",2022-10-19 14:45:54,negative,no,24883.0,61.0,206.0,0.0,0.0,17.0,0.0,1.0,19.0,0.0,304.0
"В очередной раз компания Pixelcraft подтверждает статус золотого сертифицированного партнера ""1С-Битрикс"". Компания ""1С-Битрикс"" занимает лидирующие позиции на российском рынке в области разработки систем управления веб-проектами и корпоративными порталами. По оценке ""Forbes Россия"" компания занимает 11 строчку самых д",2022-10-19 14:39:25,positive,no,23897.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
"В Министерстве народного образования (МНО) заявили, что в холодную погоду девочкам разрешено ходить в школу в брюках.

",2022-10-19 13:23:34,positive,no,33737.0,371.0,8.0,0.0,1.0,43.0,0.0,0.0,0.0,7.0,430.0
"В ДТП в Самаркандской области погиб новорожденный, которого везли из роддома домой. Ребенку исполнилось всего три дня. 

",2022-10-19 12:49:40,negative,no,24578.0,21.0,0.0,0.0,0.0,1.0,587.0,0.0,4.0,133.0,746.0
"В Ташкенте вынесли приговор женщине, зарезавшей пристававшего к ней мужчину. Она приговорена к 13 годам лишения свободы. 

",2022-10-19 12:39:25,negative,no,23919.0,39.0,625.0,0.0,0.0,7.0,69.0,0.0,28.0,72.0,840.0
"Двое узбекистанцев задержаны за похищение человека в центре Москвы. 

",2022-10-19 12:11:02,negative,no,23685.0,35.0,0.0,0.0,1.0,22.0,8.0,0.0,9.0,197.0,272.0
"Непогода захватила Узбекистан. На перевале Камчик, а также в ряде горных районов идет снег, в Самаркандской области – подтопления.

",2022-10-19 11:54:22,positive,no,22481.0,74.0,0.0,0.0,0.0,2.0,42.0,0.0,16.0,0.0,134.0
"Общая протяженность зеленого пояса Ташкента составит 130 километров, рассказал первый заместитель министра строительства Даврон Одилов.

",2022-10-19 11:48:55,positive,no,23485.0,49.0,0.0,0.0,0.0,98.0,5.0,0.0,26.0,0.0,178.0
"Назначен новый первый заместитель председателя Центрального банка. Эту должность занял Нодирбек Сайдуллаев. 

",2022-10-19 11:27:13,negative,no,23282.0,23.0,63.0,0.0,0.0,15.0,0.0,2.0,7.0,1.0,111.0
"У Ташкента появится трехмерная цифровая модель со всеми объектами. Она будет доступна на специальном геопортале, отражающем дальнейшее развитие города.  

",2022-10-19 11:14:51,positive,no,23429.0,83.0,3.0,0.0,0.0,23.0,0.0,0.0,8.0,0.0,117.0
"""Худудгазтаъминот"" реализует программу по цифровой трансформации системы поставки газа населению и оптовым потребителям. 

",2022-10-19 11:10:04,positive,no,23481.0,39.0,4.0,0.0,0.0,6.0,0.0,0.0,17.0,0.0,66.0
"Самолет SSJ-100, выполняющий рейс AZO-7059 авиакомпании ""Азимут"" по маршруту Москва – Ургенч, совершил вынужденную посадку в Самаре. Причиной стало ухудшение самочувствия пассажира.

",2022-10-19 10:37:06,positive,no,23223.0,61.0,1.0,0.0,0.0,0.0,34.0,0.0,5.0,0.0,101.0
"На востоке столицы Узбекистана в районе парка Новый Узбекистан планируется построить еще один город – Новый Ташкент. Здесь будут проживать свыше полумиллиона жителей. Каким будет новый город, смотрите на фотографиях с презентации, которую накануне показали Шавкату Мирзиёеву.

",2022-10-19 10:20:06,positive,no,26430.0,87.0,135.0,0.0,6.0,94.0,7.0,0.0,18.0,0.0,347.0
"В Ташкенте начинают включать отопление. Социальные объекты получат тепло с 22 октября, население – с 24 октября.

",2022-10-19 10:08:25,positive,no,33099.0,169.0,31.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,208.0
"В Казахстане прошла встреча глав государств – участников первого саммита ""Россия – Центральная Азия"". О чем удалось договориться лидерам, рассказываем в карточках.

",2022-10-19 09:37:57,positive,no,23077.0,145.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,172.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 19 ОКТЯБРЯ:  

 В Ташкенте вынесли приговор молодому парню, который задушил девушку, а затем сбросил ее труп в один из каналов

 В Минздраве раскрыли подробности инцидента с мужчиной, который сбросился с третьего этажа поликлиники в Навои

 Как в Ташкенте будут решать проблему с проб",2022-10-19 09:24:31,positive,no,23691.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,26.0
"Минэнерго предупредило узбекистанцев о возможных сбоях в подаче электроэнергии. В этом виновата плохая погода, дожди и пыль.

",2022-10-19 09:15:39,positive,no,28961.0,18.0,147.0,0.0,3.0,339.0,3.0,5.0,15.0,99.0,629.0
"В столице сегодня временами дождь. Ветер 5-10 м/с. Температура 11-16°.

",2022-10-19 08:07:19,positive,no,25436.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0
"Ташкент наконец-то получил очертания генплана, который видел только президент 

Парень, задушивший 18-летнюю девушку и сбросивший ее тело в канал

Мошенник из Термеза, обманувший множество людей

А также странная смерть

Читайте об этом и многом другом в обзоре главных событий в Узбекистане на 18 октября.",2022-10-18 22:17:18,positive,no,25928.0,43.0,8.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,62.0
"В Минздраве раскрыли подробности инцидента с мужчиной, который сбросился с третьего этажа поликлиники в Навои. Как оказалось, за несколько дней до этого мужчина был госпитализирован после припадка на улице.

",2022-10-18 20:32:53,negative,no,25758.0,20.0,4.0,0.0,0.0,1.0,39.0,0.0,66.0,0.0,130.0
"Шавкат Мирзиёев сегодня, 18 октября, в ходе совещания, посвященного аграрной сфере, анонсировал принятие новых мер по поддержке фермеров. Так, например, для земель, на которых выросла урожайность, будут выделяться субсидии, а расходы фермеров на приобретение лазерных нивелиров, будут компенсированы.

",2022-10-18 19:52:50,positive,no,25394.0,99.0,11.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,118.0
"Шавкат Мирзиёев на презентации проекта генплана Ташкента: 

– Ташкент – наша прекрасная столица, крупнейший город нашей страны. За пять лет мы создали условия для инвестиций и предпринимателей, были построены новые дома, современные объекты. Теперь необходимо думать о будущем и четко определить стратегию, иначе через д",2022-10-18 19:20:50,positive,no,24849.0,101.0,25.0,0.0,2.0,46.0,1.0,0.0,87.0,8.0,270.0
"Центр экономических исследований и реформ (ЦЭИР) повысил прогнозные показатели ВВП Узбекистана на 2022 год с 5,77% до 5,81%. При этом был использован подход ""ноукастинг"", основанный на чрезвычайно подробных потоках больших данных.

",2022-10-18 19:13:27,negative,no,23558.0,24.0,43.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,73.0
"Власти Ташкента определились, как они будут решать проблему с пробками. Они намерены организовать парковки по принципу park and ride и улучшить общественный транспорт.

",2022-10-18 18:42:54,positive,no,23853.0,38.0,37.0,0.0,0.0,71.0,1.0,4.0,112.0,0.0,263.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 18 ОКТЯБРЯ:  

 Стоит или нет. Пользователи обсуждают риски сдачи в аренду автомобиля с последующим выкупом

В Узбекистане упростили выделение субсидий на приобретение жилья

В Фергане грузовик на скорости врезался в жилой дом

Глава Минздрава навестил избитого водителя скорой помо",2022-10-18 18:21:21,positive,no,23583.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
"В Навои мужчина сбросился с третьего этажа поликлиники. 

",2022-10-18 17:51:13,negative,no,23876.0,19.0,1.0,0.0,0.0,1.0,184.0,5.0,27.0,14.0,251.0
"Шавкату Мирзиёеву сегодня презентовали планы по озеленению Ташкента. Эти меры хороши, но возникает вопрос в эффективности их реализации и точности исполнения. 

",2022-10-18 17:42:31,positive,no,24118.0,80.0,27.0,0.0,0.0,145.0,1.0,0.0,15.0,5.0,273.0
"Вьетнамская авиакомпания VietJet Air свяжет прямыми рейсами Хошимин и Ташкент. Первый пассажирский рейс запланирован на 15 декабря.

",2022-10-18 17:27:45,positive,no,24235.0,105.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,114.0
"Рядом с основной столицей Узбекистана будет построен город Новый Ташкент. Он будет рассчитан на проживание 500 тысяч человек.

",2022-10-18 17:16:48,negative,no,25622.0,72.0,262.0,0.0,0.0,47.0,0.0,4.0,29.0,17.0,431.0
"Билеты из России в Узбекистан в октябре подешевели более чем 10 раз по сравнению с сентябрем. Столь резкий рост был вызван массовым отъездом из РФ граждан, которые не хотели попасть под мобилизацию.

",2022-10-18 17:03:07,positive,no,24141.0,152.0,16.0,0.0,0.0,65.0,0.0,0.0,12.0,4.0,249.0
"Шавкат Мирзиёев сегодня, 18 октября, посетил ""ТашкентбошпланЛИТИ"" и ознакомился с проектом генерального плана Ташкента до 2045 года.

Новый генплан предусматривает решение ряда насущных проблем, среди которых пробки и излишняя нагрузка на коммуникации, а также создание зеленого пояса вокруг столицы и появление нового г",2022-10-18 16:38:21,positive,no,25099.0,99.0,37.0,0.0,0.0,32.0,0.0,0.0,13.0,0.0,181.0
"В Вашингтоне прошла церемония приведения к присяге вновь назначенного посла США в Узбекистане Джонатана Хэника. Новый американский посол отметил, что ""представление Соединенных Штатов в Узбекистане является огромной честью в жизни дипломата"".

",2022-10-18 15:20:03,negative,no,24288.0,95.0,625.0,0.0,1.0,11.0,0.0,2.0,9.0,34.0,777.0
"В Шайхантахурском суде по уголовным делам в ходе открытого заседания был зачитан приговор 23-летнему парню, который обвинялся в убийстве 18-летней девушки. В ходе следствия стало известно, что он задушил ее, затем упаковал труп в коробку и сбросил в один из столичных каналов.

",2022-10-18 15:09:31,negative,no,24238.0,27.0,3.0,0.0,4.0,2.0,45.0,0.0,0.0,278.0,359.0
"В Термезе появился свой Великий комбинатор. Правоохранители задержали мошенника, менявшего разные профессии для обмана людей. Одним он говорил, что военнослужащий, другим – человек, имеющий связи в банках и правоохранительных органах.

",2022-10-18 14:04:07,positive,no,24249.0,21.0,19.0,0.0,0.0,79.0,1.0,3.0,16.0,26.0,165.0
" Вышел в свет очередной номер журнала о сотрудничестве Узбекистана и Китая

В этот раз вы сможете узнать, о чем договорились лидеры Узбекистана и КНР в Самарканде, какое будущее у Шанхайской организации сотрудничества, а также как Центральная Азия вместе с партнерами может накормить весь мир. Ну и на десерт – ТОП интер",2022-10-18 13:03:11,positive,no,25992.0,224.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,247.0
"Предпринимателям, организовавшим надомный труд, предоставят субсидии. Рассказываем, как это будет работать. 

",2022-10-18 12:39:20,positive,no,23920.0,25.0,2.0,0.0,0.0,6.0,0.0,0.0,35.0,0.0,68.0
"Рейс авиакомпании «ИрАэро» Новосибирск — Андижан — Новосибирск задержан по техническим причинам

В настоящее время в аэропорту Новосибирска самолет проходит техобслуживание. Вылет рейса запланирован на 15:00. Так как аэропорт «Андижан» не сможет принять рейс в связи с изменившимся графиком полета, он прибудет в аэропор",2022-10-18 12:32:00,positive,no,23814.0,42.0,18.0,0.0,0.0,5.0,0.0,4.0,9.0,0.0,78.0
"Азиатский банк развития (АБР) одобрил заем в размере 59 миллионов долларов, а также грант на 500 тысяч долларов для улучшения условий жизни в четырех городах Узбекистана. Речь идет о создании новых зеленых пространств, улучшении системы вывоза мусора, водосбережении и других проектах.

",2022-10-18 11:24:00,negative,no,24148.0,54.0,160.0,0.0,0.0,23.0,1.0,1.0,17.0,2.0,258.0
"В эти минуты Шавкат Мирзиёев посещает проектно-изыскательский институт ""Тошкентбошплан"", где знакомится с проектами генерального плана столицы, реконструкции Государственного музея прикладного искусства и истории ремесленничества Узбекистана, а также модернизации архитектурного облика центра Денауского района Сурхандар",2022-10-18 11:02:47,positive,no,25873.0,99.0,6.0,0.0,0.0,46.0,4.0,4.0,4.0,0.0,163.0
"Министр здравоохранения Бехзод Мусаев навестил в больнице водителя скорой помощи, который был избит накануне неадекватным молодым человеком. Глава Минздрава заявил о грядущем ужесточении ответственности за нападение на врачей.

",2022-10-18 10:58:26,positive,no,23874.0,312.0,8.0,0.0,0.0,17.0,0.0,10.0,7.0,22.0,376.0
