text,date,sentiment,promotional
" Bir kun oldin Toshkentda Olimpiya shaharchasi qurilishi boshlandi. Xitoyning CAMC Engineering kompaniyasi tomonidan amalga oshiriladigan loyihaning qiymati 289 million dollardan oshadi

",2022-11-10 09:13:35,negative,no
" RTL Alliance xalqaro transport va logistika kompaniyasining asosiy afzalliklaridan biri bu Xitoydan yuklarni tezda etkazib berishdir. 

Kuzdan boshlab, yangi yil arafasida logistik bum an'anaviy ravishda kuchayib bormoqda. Va allaqachon ko'plab importchilar bron qilishni boshlaydilar. Bu yil ular uchun RTL Alliance",2022-11-10 08:55:22,positive,no
" O'zbekistonda sovutish va gaz iste'molining ko'payishi tufayli gaz quyish shoxobchalarida vaqt cheklovlari joriy etilmoqda.

",2022-11-10 00:26:08,negative,no
" Nima uchun O'zbekiston muqobil energiya manbalarini rivojlantirmoqda mutaxassislarning shubhalariga qaramay

 Millionlab dollarlar sport qurilishiga ketadi

 O'zbekiston fuqaroligi qancha turadi

 Shuningdek, muddatni belgilang

 9-noyabr kuni O'zbekistondagi asosiy voqealar sharhida bu va boshqa ko'p narsalar haqida o'qing.",2022-11-10 00:10:39,positive,no
" O'zbekistonda yangi import qilingan avtomobillarni sotish nihoyat osonlashtirildi. Endi buni faqat yuridik shaxslar-ishlab chiqarish korxonalarining rasmiy dilerlari amalga oshirishi mumkin. 2023 yil 1 yanvardan boshlab vaziyat keskin o'zgaradi. 

",2022-11-09 22:38:02,positive,no
" Ijtimoiy tarmoqlarda yoqtirishlar uchun ikki o'smir Navoiy hokimligi ro'parasida to'dalar videosini suratga olishdi. Ular qaroqchi sifatida kiyinishdi, qora niqob kiyishdi va otishni taqlid qilib o'yinchoq qurol bilan kamera oldida suratga tushishdi

",2022-11-09 21:38:17,negative,no
" Chirchiqda adashgan itlar qizga hujum qilishdi. Aholi signal beradi, ular bolalarni uydan chiqarib yuborishdan qo'rqishadi

",2022-11-09 20:58:10,negative,no
" BILLZ va Asia Alliance Bank savdo sohasidagi tadbirkorlarni Toshkentdagi Retail Dayz ""kichik va o'rta biznesni moliyalashtirish"" konferensiyasiga taklif qilmoqda

Tadbirda YETTB, Asia Alliance Bank, Paper Planes, Zoodpay, Iman Pay va boshqa ma'ruzachilar ishtirok etadi.

Reklama huquqlari bo'yicha

",2022-11-09 19:00:58,positive,yes
" 9-NOYABR KUNI KECHQURUN O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 O'zbekiston fuqaroligini chet elliklarga sotishni rejalashtirmoqda. Savol narxi - 1 million dollar

 O'zbekiston va Qozog'iston agrokooperatsiyani kengaytirmoqda. Qozoq ishbilarmonlari meva – sabzavotni qayta ishlash uchun Klaster, o'zbek ishbilarmonlari esa don tayyorlaydilar

 Iqtisodiyot hamma narsani hal qiladi yoki nima uchun O'zbek",2022-11-09 18:25:25,positive,no
 Xalq ta'limi vazirligi (INR) maktab direktorlarini o'qituvchilarni kasbiy vazifalari bilan bog'liq bo'lmagan ishlarga jalb qilmaslik to'g'risida ogohlantirdi. Vazirlikdagi ushbu bayonot blogger Nikita Makarenkoning 160-sonli maktab o'qituvchilari uning uyiga kelganini aytgan postidan keyin qilingan.,2022-11-09 18:18:42,positive,no
" Toshkentda onasi va o'g'lini shafqatsizlarcha o'ldirgan erkak suddan unga muddat berishni so'radi. U 22 yilni juda ko'p deb hisobladi. 

",2022-11-09 17:52:53,negative,no
 An'anaviy avlod turlarini almashtira oladigan shamol va quyosh energiyasining ekologik tozaligi haqidagi nazariyalarga cheksiz qiziqish vaqti o'tmishga aylanib bormoqda va pragmatizm yana o'z ta'sirini o'tkazmoqda. Bu erda ko'mir va ato tomon energiya iyo atini qayta ko'rib chiqi hga majbur bo'lgan Evropa Ittifoqi mamlakatlari,2022-11-09 16:59:07,positive,no
" Turkiy davlatlar tashkiloti (OTG) mamlakatlari tashkilotning investitsiya fondini tashkil etish to'g'risidagi bitimni imzolashni tezlashtirish to'g'risida kelishib oldilar.

",2022-11-09 15:26:43,positive,no
" Rossiyaning eng yirik wildberries Marketplace kompaniyasi Toshkentda 130 million dollarlik to'liq logistika majmuasini qurmoqchi. Bu yerda 5 mingta yangi ish o'rni yaratiladi.

",2022-11-09 15:18:19,positive,no
" Buxoro aholisi endi Yandex Go ilovasida yetkazib berishga buyurtma berish orqali kuryer xizmatlaridan foydalanishlari mumkin. Yangi xizmat yordamida siz sovg'a yoki unutilgan narsani yuborishingiz, do'kondan sotib olishingiz yoki restorandan buyurtma olishingiz mumkin. Bunday etkazib berish orqali tadbirkorlar o'z buyurtmalarini mijozlarga qulay tarzda yuborishlari mumkin

",2022-11-09 13:58:49,positive,no
" Toshkentda Olimpiya shaharchasi qurilishi boshlandi. Asosiy dizayner Xitoyning CAMC Engineering kompaniyasi bo'lib, loyihaning umumiy qiymati 289 million dollardan oshadi

",2022-11-09 13:12:06,positive,no
" Samarqandda 11 noyabr kuni Ozarbayjon, Qozog'iston, Qirg'iziston, Turkiya, O'zbekiston, shuningdek, Vengriya va Turkmanistonni kuzatuvchi sifatida o'z ichiga olgan turkiy davlatlar Tashkilotining birinchi sammiti bo'lib o'tadi. Ushbu tadbir davomida O'zbekiston Turkiyadan tashkilotga raislik qiladi. Bosh ilmiy sotr",2022-11-09 12:41:48,positive,no
" O'zbekiston Yevropa Ittifoqi rasmiylaridan cheklovlar milliarderning mamlakat iqtisodiyotiga sarmoya kiritishiga to'sqinlik qilayotganini ko'rsatib, Alisher Usmonovdan sanktsiyalarni olib tashlashni so'radi, deya xabar beradi Financial Times. Nashr ma'lumotlariga ko'ra, Toshkent ham Usmonovga Bryusselga qarshi sud jarayonida huquqiy yordam ko'rsatishga tayyor. 

",2022-11-09 11:35:09,positive,no
" Chinorkent sizni tog ' kurortida dam olishga taklif qiladi

Chinorkent tog ' kurorti sizni O'zbekistonning eng go'zal joylaridan birida oilangiz, do'stlaringiz va yaqinlaringiz bilan vaqt o'tkazishga taklif qiladi. 


Reklama huquqlari bo'yicha

",2022-11-09 11:05:04,positive,yes
" O'zbekiston va Qozog'iston agrokooperatsiyani kengaytirmoqda. Qozoq ishbilarmonlari Namangan viloyatida meva – sabzavot mahsulotlarini qayta ishlash klasterini, o'zbek tadbirkorlari esa Qozog'iston donini chuqur qayta ishlash klasterini tashkil etmoqda.

",2022-11-09 11:03:17,positive,no
" Qora juma va bakalavr kunida Xitoy bozorlaridan qanday qilib sotib olish mumkin

Arzon narxlar va ulkan assortiment — bu Xitoy Internet-saytlarini yaxshi ko'radigan narsa. Foydali xarid qilishni istagan har bir kishi va shu paytgacha Xitoyda sotib olishga harakat qilmaganlar ushbu maqolani o'qishlari kerak. Meest China Kompaniyasi ",2022-11-09 10:02:06,positive,yes
" Toshkent viloyatida iste'mol uchun yaroqsiz go'sht sotiladigan ombor topildi

",2022-11-09 09:38:36,negative,no
" 9-NOYABR KUNI ERTALAB O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 Markaziy bank tugatilayotgan ""Turkiston"" banki omonatchilarining pullarini ololmaydigan muammolarini hal qilishga va'da berdi

 Jizzax viloyatida kasb-hunar maktabi xodimi pul evaziga ohak diplomlarini berdi. Video

 ""Xududgazta'minot"" jamg'arma tanlovini boshladi",2022-11-09 09:16:53,positive,no
" O'zbekiston hukumati chet elliklarga mamlakat iqtisodiyotiga qo'shgan hissasi uchun fuqarolik berishni tashkil etish niyatida. Buning uchun kamida 1 million dollar sarmoya kiritish kerak bo'ladi

",2022-11-09 09:09:23,positive,no
" Toshkentda 35 ming dollarga savdo shoxobchalarini qurishga ruxsat berishni va'da qilgan bir kishi hibsga olindi

",2022-11-09 08:41:33,positive,no
" O'zbekistonlik talaba tog ' daryosida cho'kayotgan bolani qutqardi

 Namangan viloyatida turmush qurgan ayolning sevgilisi arqon bilan bog'langan, videoga olingan va 15 kun davomida panjara ortiga yuborilgan

 Senatning veb-saytini ochgan yoki ochmagan xakerlar

 Va men ham yalang'och yuraman

 Bu haqda va bo hqa ko'p nar alar haqida",2022-11-08 22:20:53,positive,no
" ""Xududgazta'minot"" # 1_kub_gaz_tejang Challenge-ni ishga tushirdi (biz 1 kubometr gazni tejaymiz), uning asosiy maqsadi qimmatbaho tabiiy resurs – gazni tejashdir

",2022-11-08 20:11:24,positive,no
" Toshkent viloyatida Olmaliq kon-metallurgiya kombinatida pul evaziga ishga joylashishni va'da qilgan erkak hibsga olindi

",2022-11-08 19:41:15,positive,no
" Markaziy bank tugatilayotgan ""Turkiston"" banki omonatchilarining pullarini ololmaydigan muammolarini hal qilishga va'da berdi

",2022-11-08 18:56:33,positive,no
" 8-NOYABR KUNI KECHQURUN O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 Surxondaryoda ko'chalarda yalang'och yurgan odam jarimaga tortildi. Video

 O'zbekistonda Omicron Delta shtammiga qarshi yangi rekombinant oqsil vaktsinasining klinik sinovlari o'tkaziladi

 Murakkab hikoya. O'zbekistonda hackerlar haqida qaror qabul qilish mumkin emas",2022-11-08 18:24:49,positive,no
" Jizzax viloyatida pul evaziga jo'ka diplomlarini bergan kasb-hunar maktabining xodimi hibsga olingan. 

",2022-11-08 17:20:18,positive,no
" ""O'zeltexsanoat"" Wildberries bilan Rossiyada o'zbek maishiy texnikalarini targ'ib qilish bo'yicha muzokaralar olib bormoqda.

",2022-11-08 17:08:59,positive,no
" Rossiyalik yozuvchi va tarixchi, tizim-strategik tahlil ilmiy-tadqiqot institutining (isan, Moskva) katta tahlilchisi Fedor Razzakov mamlakatimiz tarixidagi taniqli siyosatchi sharaf Rashidov bilan bog'liq noma'lum sahifalar haqida gapirdi.

Nima uchun sovet hukumati 22 yil davomida bu ishni qilishga jur'at etmadi",2022-11-08 15:35:42,positive,no
" Turizm va madaniy meros vazirligi va dunyodagi etakchi onlayn turizm kompaniyalaridan biri Trip.com (Xitoy) o'zaro anglashuv memorandumini imzoladi. 

",2022-11-08 15:06:09,positive,no
" Toshkentning Bektemir tumanida taxminan 13 va 15 yoshli ikki voyaga etmagan bola topildi

",2022-11-08 13:41:32,negative,no
" ""Siz o'zingizni qahramon deb hisoblaysizmi?""21 yoshli Shahzoda Mirzaulugov yon tomonga qarab, kamtarlik bilan jilmayib,""yo'q"" deb javob beradi.

U asli Qashqadaryodan, bugun yigit O'zbekiston davlat jahon tillari universitetining uchinchi kurs talabasi, frantsuz tilidan tarjimon bo'lishga tayyorlanmoqda,",2022-11-08 13:15:16,positive,no
" Toshkentda yana bir halokatli baxtsiz hodisa yuz berdi. Haydovchi ajratuvchi panjara tufayli kelayotgan mashinani ko'rmadi.

",2022-11-08 13:11:41,negative,no
" Namangan viloyatining Yangiqo'rg'on tumanida qiziqarli voqea yuz berdi. Er xotinini sevgilisi bilan ushladi va unga dars berdi. 

",2022-11-08 12:56:30,positive,no
" Senat saytining xakerlari tomonidan buzilgan voqea juda ko'p shov-shuvlarga sabab bo'ldi. Dastlab, xakerlik 14 yoshli o'smirlardan iborat marsh Golden xakerlar guruhi tomonidan amalga oshirilganligi ma'lum bo'ldi. Guruh rahbari bilan suhbatni MY5 telekanali namoyish etdi. Bir necha kundan keyin kiberxavfsizlik markazi bu ma'lumotni rad etib, Xake",2022-11-08 11:59:08,positive,no
" Qo'qon shahrida o'g'irlik uchun hibsga olingan 15 yoshli o'smir vafot etdi. Uning miya shikastlanishi aniqlandi.

",2022-11-08 11:31:43,negative,no
" Kelgusi yilda bo'lib o'tadigan boks bo'yicha jahon chempionatining sovrin jamg'armasi rekord darajadagi 5,2 million dollarni tashkil etadi

",2022-11-08 10:46:44,positive,no
" Toshkent markazida Lexus va Captiva avtohalokatga uchradi. Avtomobil haydovchilari va yo'lovchilari kasalxonaga yotqizilgan.

",2022-11-08 10:35:11,negative,no
" O'zbekistonda Omicron Delta shtammiga qarshi yangi rekombinant oqsil vaktsinasining klinik sinovlari o'tkaziladi

",2022-11-08 10:06:08,negative,no
" 8-NOYABR KUNI ERTALAB O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 Ijtimoiy tarmoqlarda erining kaltaklanishidan aziyat chekkan qizga yordam so'rab murojaat qilingan. Ichki ishlar boshqarmasi vaziyatni izohladi

 Mirziyoyev to'qimachilik, mebel, zargarlik buyumlari va boshqa bir qator sohalar uchun yangi qo'llab-quvvatlash choralarini e'lon qildi

 Onasi va ikki o'g'li uglerod oksidi zaharlanishidan vafot etdi",2022-11-08 09:14:33,positive,no
" Talabalar 10-11 noyabr kunlari Samarqandda bo'lib o'tadigan turkiy davlatlar tashkiloti sammitida odatdagidek o'qishni davom ettiradilar

",2022-11-08 08:52:27,positive,no
" Ijtimoiy tarmoqlarda Surxondaryo viloyatining Denov tumanidagi ko'chalarda yurgan yalang'och odamning videosi tarqaldi. Bu ijtimoiy tarmoqlarda ko'plab munozaralarga sabab bo'ldi, foydalanuvchilar huquqni muhofaza qilish organlarini ushbu g'alati odamni topishga va uni ruhiy kasalxonaga tekshirishga yuborishga chaqirishdi

",2022-11-08 08:35:44,positive,no
" Poytaxtda ba'zida yomg'ir yog'adi. Shamol 510 m / s. harorat 46° issiqlik.

",2022-11-08 08:06:39,positive,no
" Toshkentning xususiy uylarida bir qator o'g'irliklarni sodir etgan erkak jinoyat sodir etish uchun joylarni qanday tanlaganini aytib berdi

 Erining kaltaklanishidan aziyat chekayotgan qiz yordam so'raydi

 Olti yoshli qizni buzishga uringan jonzot

 Va o'zgartirilgan genlar

 Bu va boshqa ko'p narsalarni asosiy voqealar sharhida o'qing ",2022-11-08 00:33:07,positive,no
" Shavkat Mirziyoyev bugun yig'ilish davomida to'qimachilik, mebel, zargarlik buyumlari va boshqa qator sohalarni qo'llab-quvvatlash bo'yicha yangi chora-tadbirlarni e'lon qildi. Biz asosiy narsa haqida gaplashamiz.

",2022-11-07 22:22:20,positive,no
" Jizzax viloyatida onasi va ikki o'g'li uglerod oksidi zaharlanishidan vafot etdi

",2022-11-07 21:42:51,negative,no
" 8-noyabr kuni o'zbekistonliklar qiziqarli astronomik hodisalardan biri – oyning to'liq tutilishini kuzatishlari mumkin. Ushbu tutilishning to'liq bosqichida oyning butun yuzasi yer soyasida bo'ladi. Oy tutilishining umumiy davomiyligi 4 soatdan oshadi va tutilishning to'liq bosqichi 1 soat 25 daqiqa davom etadi

",2022-11-07 20:56:17,positive,no
" O'zbekistonda 2022-yil 1-dekabrdan boshlab zargarlik buyumlarini eksport qilish limiti ikki baravar oshiriladi

",2022-11-07 19:52:40,positive,no
" Huquqni muhofaza qilish organlari xodimlari ilgari bir necha bor sudlangan O'zbekistonni hibsga olishdi. Toshkentning xususiy uylarida bir qator o'g'irliklarni sodir etgan erkak jinoyat sodir etish uchun joylarni qanday tanlaganini aytib berdi

",2022-11-07 19:02:45,positive,no
" 7-NOYABR KUNI KECHQURUN O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 Toshkentda bir kishi 6 yoshli qizni ta'qib qildi

 O'zbekiston Ventspils erkin porti hududida terminal va boshqa bir qator ob'ektlarni ijaraga olishni rejalashtirmoqda

 Bitiruvchilar va ishlaydigan talabalar ish haqini oshiradilar. Davlat ish beruvchilarga qo'shimcha vositalarni ajratishni rejalashtirmoqda",2022-11-07 18:20:59,positive,no
" Qashqadaryo viloyatida nam yo'lda avtobus ag'darilgan, unda 10 kishi bo'lgan.

",2022-11-07 18:03:38,negative,no
" Qozog'iston xalqiga yo'llagan maktubida "" adolatli davlat. Yagona millat. Farovon jamiyat "" Qozog'iston rahbari davlat va jamiyatning barcha sohalarini har tomonlama qayta tiklash bo'yicha olib borayotgan siyosatining strategik maqsadini belgilab berdi va islohotlarning aniq yo'nalishlarini belgilab berdi: yangi iqtisodiy siyosat, Real rivojlanish",2022-11-07 17:46:11,positive,no
" Patrul-post xizmati (PPS) inspektorlari 20 ta zamonaviy BYD elektromobillaridan iborat partiyani olishdi.

",2022-11-07 17:41:08,positive,no
" 2025 yilda yoshlar o'rtasida IV yozgi Osiyo va V parazit o'yinlari o'tkazilgandan so'ng, sportni rivojlantirish vazirligi va barcha respublika sport federatsiyalari Yashnobod tumanida qurilayotgan Olimpiya qishlog'iga ko'chib o'tadilar.

",2022-11-07 16:17:05,positive,no
" Misrning Red Sea Airlines aviakompaniyasi Sharm-esh-Shayx Toshkent Sharm – esh – Shayx yo'nalishi bo'yicha birinchi reysni amalga oshirdi. 

",2022-11-07 15:46:21,positive,no
" Uzbekistan Airways noyabr oyida keksa yo'lovchilar uchun 25% chegirmalarni taqdim etadi.

",2022-11-07 15:15:33,positive,no
" Sankt-Peterburgda O'zbekiston mahsulotlari uchun ulgurji tarqatish markazlari tarmog'ini yaratish rejalashtirilgan. Ushbu loyihani Sankt‑Peterburg gubernatori Aleksandr Beglov va Toshkent hokimi Jahongir ARTIKXODJAYEV muhokama qildilar. 

",2022-11-07 15:11:32,positive,no
" Samarqanddagi avtobuslarning aksariyati DVR bilan jihozlangan. Endi to'xtash joylarida to'xtab qolgan qoidabuzarlar qonun oldida javob berishlari kerak.

",2022-11-07 13:58:49,positive,no
" Ijtimoiy tarmoqlarda erining kaltaklanishidan aziyat chekkan qizga yordam so'rab murojaat qilingan. U hayoti uchun qo'rqadi, chunki erkak hibsga olingan. Ichki ishlar boshqarmasi vaziyatni izohladi

",2022-11-07 13:21:10,negative,no
" O'zgidromet kelgusi hafta uchun ob-havo prognozini e'lon qildi. O'zbekistonliklarni birinchi tungi sovuqlar va qor bilan yomg'ir kutmoqda.

",2022-11-07 12:32:53,positive,no
" Toshkent maktabida informatika o'qituvchilari kaltaklandi. U muvaffaqiyatsiz o'quvchiga chorak baho berishni xohlamadi. 

",2022-11-07 12:14:58,negative,no
" Davlat xavfsizlik xizmati (GBS) xodimlari mamlakatga ""Katibatul Tavhid val jihod""terror tashkiloti a'zosini olib kelishdi.

",2022-11-07 11:50:19,positive,no
" O'zbekistonda bitiruvchilar va oxirgi kurs talabalarini ish bilan ta'minlaydigan kompaniyalar va ishbilarmonlarga ish haqini oshirish uchun qo'shimcha moliyaviy mablag'lar ajratilishi rejalashtirilgan.

",2022-11-07 11:22:31,positive,no
" O'zbekiston Ventspils erkin porti (Latviya) va unga tutash Erkin iqtisodiy zona hududida terminal va boshqa bir qator obyektlarni ijaraga olishni rejalashtirmoqda. 

",2022-11-07 10:59:04,positive,no
" Xitoy texnologiyalari O'zbekistonning yangi tug'ilgan chaqaloqlari, bolalari va kattalaridagi genetik kasalliklarni aniqlashga yordam beradi. Mamlakatda yangi tug'ilgan chaqaloqlarni skrining qilish, shuningdek, irsiy, onkologik, genetik va genetik sohalarda genetik testlarni o'tkazish uchun zamonaviy O'zbekiston-Xitoy laboratoriya bazasi tashkil etildi.",2022-11-07 10:09:30,positive,no
" Toshkentda 6 yoshli qizni ta'qib qilgan erkak ustidan sud jarayoni boshlandi. U bolani ayvonga aldab, uni quchoqlab o'pishni, boshqa buzuq ishlarni qilishni boshladi.

",2022-11-07 09:38:48,negative,no
" O'ZBEKISTONNING HAFTADAGI ASOSIY YANGILIKLARI: SIZ O'TKAZIB YUBORGAN BARCHA QIZIQARLI NARSALAR  

 O'zbekistonda maishiy texnikani raqamli markalashning uchinchi bosqichi boshlandi. Mijozlar uchun biznes

O'zbekistonda joriy yilning aprel oyida ishga tushirilgan maishiy texnika markirovkasi jarayonining uchinchi bosqichi 1-noyabrdan boshlandi. Bundan buyon",2022-11-07 09:19:43,positive,no
" Turkiy dunyo mamlakatlari ""Korkut ata"" (Bursa, Turkiya) kinofestivali g'olibi o'zbekistonlik ""ael kismati"" (ayol taqdiri) filmi bo'lib, u akasining irodasiga bo'ysunib, jangarilarga aldanib qolgan sajida ismli ayol haqida hikoya qiladi. Bosh qahramonning prototipi andijonlik ayol bo'lib, u",2022-11-07 09:08:59,positive,no
" ""Matiz"" dagi taksi haydovchisi piyodalar o'tish joyida 8 yoshli qizni urib tushirdi. Hodisa yo'l xavfsizlik kamerasi tomonidan suratga olingan

",2022-11-07 08:37:18,negative,no
" Rossiyaning eng yirik bozorlaridan biri Ozon 500 dan ortiq o'zbekistonliklarni yollashni rejalashtirmoqda. Bu etkazib berish xizmati va ishlab chiqarish va saralash markazlarida ishlash haqida

",2022-11-07 08:19:41,positive,no
" AQSh davlat kotibining Janubiy va Markaziy Osiyo ishlari bo'yicha yordamchisi Donald Lu 6-11 noyabr kunlari O'zbekiston, Turkmaniston va Qozog'istonga tashrif buyuradi. Bu yakshanba kuni Amerika tashqi siyosat idorasi tomonidan tarqatilgan bayonotda aytilgan.

",2022-11-06 21:34:21,negative,no
" 7-8 noyabr kunlari Toshkentda kuchli shamol va yog'ingarchilik kutilmoqda

""Biz sizdan qiyin ob - havo sharoitida transport vositalarini daraxtlar ostida qoldirmasligingizni, o'zingizni, yaqinlaringizni va boshqa yo'l foydalanuvchilarini himoya qilishingizni so'raymiz"", dedi poytaxt hokimligi.

",2022-11-06 16:21:35,positive,no
" Toshkent aholisi poytaxt yo'llaridagi eng muhim muammolardan biri – noto'g'ri joyda to'xtash joyini hal qilish bilan shug'ullanayotganga o'xshaydi. 

Ko'pgina haydovchilar o'z avtomobillarini to'g'ridan-to'g'ri piyodalar yo'laklarida va piyodalar o'tish joylarida qoldiradilar, bu esa yo'lni kesib o'tish biroz qiyinlashib borayotgan aholining hayotini murakkablashtiradi",2022-11-06 15:39:06,positive,no
" Bugun ertalab O'zbekistonda to'rt balli zilzila yuz berdi. Epitsentr Buxoro viloyatida joylashgan. Bir necha kun oldin Toshkent aholisi to'rt ball kuch bilan silkinishni his qilishgan.

",2022-11-06 12:25:40,positive,no
" Tugatilayotgan ""Turkiston"" bankining omonatchilarining bir qismi – bu 59 jismoniy shaxs-pullarini qaytarib ololmaydilar. Odamlar o'zlarining mablag'larini bankka oddiy depozit sifatida berishadi deb o'ylashdi, ammo ular subordinatsiya qilingan qarz sifatida rasmiylashtirildi.

Oddiy va moliyaviy nuances bilan tanish bo'lmagan o'zbekistonlik imzolar",2022-11-06 11:40:23,negative,no
" O'zbekistonda tibbiy hushyorlar tarmog'i ishlaydi. Kuchli mast bo'lgan shaxslar u erga etkaziladi

",2022-11-06 10:37:56,positive,no
" Futbol bo'yicha Rossiya terma jamoasi O'zbekiston jamoasi bilan do'stlik o'yinini o'tkazadi. Bu haqda Rossiya futbol Ittifoqi (RFU) matbuot xizmati xabar berdi.

",2022-11-06 10:02:40,positive,no
" Ichki ishlar vazirligining kiberxavfsizlik markazi Senat saytini oltita 14 yoshli o'smirlardan iborat xakerlar guruhi ochganligi haqidagi ma'lumotni rad etdi. Huquq-tartibot idoralari xodimlarining so'zlariga ko'ra, buni Namangan viloyati Narin tumanida yashovchi-3-noyabr kuni hibsga olingan o'spirin ham qilgan

",2022-11-06 09:48:15,positive,no
" Rejissyor Dilmurod Masaidovning ayol qismati (ayol taqdiri) badiiy filmining premyerasi shu yilning sentyabr oyida bo'lib o'tdi. Noyabr oyidan boshlab film mamlakatning barcha hududlarida katta ekranlarga chiqadi. Rasmning hikoyasi ""mehr"" operatsiyasi doirasida Suriyadan qaytarilgan ayollarning hikoyalariga asoslangan. Diqqat markazida po va ayol fojiasi",2022-11-05 11:25:53,positive,no
" Discovering Uzbekistan sayyohlik konferensiyasi doirasida mashhur ""Locatsiiiuzb"" jamoatchiligi mualliflari Humoyun Aminov va Abror Ismoilov respublikamizning sayyohlar tomonidan kashf etilishini kutayotgan noma'lum joylari haqida so'zlab berishdi.

",2022-11-05 10:41:54,positive,no
" Toshkent aholisi bugun erta tongda to'rt balli zilzilani boshdan kechirdi

",2022-11-05 09:25:46,positive,no
" Senat sayti 14 yoshli o'smirlardan iborat marsh Golden xakerlar guruhi tomonidan buzilgan. Ularning orqasida yana bir nechta davlat idoralari veb-saytlarini buzish mavjud

",2022-11-04 23:11:36,positive,no
" O'zbekistonda zilzila yuz berdi. Epitsentr Namangan viloyatida joylashgan

",2022-11-04 21:31:06,positive,no
" Davlat xavfsizlik xizmati (GBS) xodimlari noqonuniy xizmatlar ko'rsatgani uchun pul undirgan ikki advokatni hibsga olishdi

",2022-11-04 20:00:58,positive,no
" Finance Inquirer nashri RGCA xalqaro tadqiqoti natijalari va UNICEF, Jahon banki va OECD ma'lumotlariga asoslanib, bolalarni maktabgacha ta'lim bilan qamrab olishning eng yaxshi dinamikasiga ega dunyoning eng yaxshi 10 mamlakatini nashr etdi. Jahon reytingida birinchi o'rinni O'zbekiston egalladi.

",2022-11-04 19:02:21,positive,no
" Ural turizm assotsiatsiyasi direktori Mixail Maltsevning so'zlariga ko'ra, Toshkent Turkiya va Qozog'iston aviakompaniyalarini siqib chiqarib, Ural uchun eng yirik aviahabga aylanishi mumkin.

",2022-11-04 18:50:37,positive,no
" 4-NOYABR KUNI KECHQURUN O'ZBEKISTONNING ASOSIY YANGILIKLARI:  

 Adliya vazirligi o'quv yili davomida bolani bir maktabdan boshqasiga qanday o'tkazish kerakligini aytdi

 Mutaxassislar O'zbekistonga turkiy davlatlar tashkiloti nima uchun kerakligini tushuntirishdi

 O'zgidrometdan favqulodda xabar. Mamlakatning sakkizta mintaqasida toshqinlar va toshqinlar kutilmoqda

 Men ketmoqchi edim",2022-11-04 18:29:05,positive,no
" 8-12 noyabr kunlari Samarqandga parvozlar aeroport yopilishi vaqtida Navoiy shahriga yo'naltiriladi.

",2022-11-04 18:09:20,positive,no
" Qozog'iston kompaniyasi noqonuniy ravishda O'zbekiston va Tojikistonga 90 million dollarlik benzin olib kirishga uringan.

",2022-11-04 16:55:04,positive,no
" Urush haqida gapirganda, ko'pchilik birinchi navbatda Jasur askarlarni kiyim-kechak va qo'llarida qurol bilan tasavvur qilishadi. Biroq, armiyada gumanitar kasblar vakillari – shifokorlar, oshpazlar, rassomlar muhim rol o'ynaydi, ular orasida ko'plab ayollar bor. Nima uchun ular urushga borishadi, ular buni qanday ko'rishadi, muxbir Podrobno.uz spr",2022-11-04 16:33:58,positive,no
"Oriflame o'zining 55 yilligini nishonlash uchun ""respublika bo'ylab 55 led monitorlarda 55 ta g'urur faktlari"" kampaniyasini boshladi, unda u o'z mahsulotlari va brendi haqida gapiradi. 
Shuningdek, Shvetsiya brendi sovg'alar sovg'asini o'tkazmoqda. Oriflameuzbekistan_official-dagi tafsilotlar

Yarim asr davomida Oriflame zavqlantiradi ",2022-11-04 16:19:01,positive,yes
" O'zgidromet favqulodda xabar yubordi. 6-8 noyabr kunlari respublikaning tog ' oldi va tog'li hududlarida kuchli yog'ingarchilik tufayli sakkizta viloyatda toshqin hodisalari kutilmoqda.

",2022-11-04 16:18:00,negative,no
" Samarqandda 11 noyabr kuni turkiy davlatlar tashkiloti sammiti bo'lib o'tadi. Mutaxassislar O'zbekistonga nima uchun bu tashkilot kerakligini aytishdi.

",2022-11-04 15:48:25,positive,no
" Muxbirlar Podrobno.uz ular Dubayga virtual sayohatni davom ettirmoqdalar – zamonaviy dunyodagi eng ajoyib joy, hamma borishni orzu qiladi va bu erda bo'lganlar yana qaytib kelishadi. 

",2022-11-04 15:45:43,positive,no
" O'zbekiston bojxonachilari mamlakatdan rubllarni noqonuniy olib chiqishga urinishlarni to'xtatishda davom etmoqda. Xususan, o'zbekistonlik 1,3 million so'mdan ortiq (230 million so'mga yaqin)noqonuniy olib chiqishga uringan

",2022-11-04 15:10:22,positive,no
" Rossiyada 4 noyabr milliy birlik kuni hisoblanadi. Toshkentdagi rus uyi ushbu tadbirga bag'ishlangan bir qator tadbirlarni o'tkazadi. Rossotrudnichestvo O'zbekistondagi vakolatxonasi rahbari Mixail Vojdaevning so'zlariga ko'ra, bu bayram O'zbekiston uchun begona emas, chunki ikki mamlakat xalqlari bir asrdan ko'proq vaqt davomida o'z qo'llariga kelmoqdalar.",2022-11-04 14:36:17,positive,no
