date,text,sentiment,promotional
2022-12-26 12:51:11,"Samarqand viloyatining Urgut tumanida bir ayol Rossiyada ishlaydigan eri bilan janjallashib, bolasini kaltaklaganini videoga oldi va bolalarini o'ldirish bilan tahdid qilib eriga yubordi. Jinoyat ishi qo'zg'atildi.",negative,no
2022-12-26 12:34:32,Namangan viloyatida Nexia avtomashinasini tekshirishda Qirg'iziston fuqarosiga tegishli 996 gramm geroin topildi. Tojik narkokuryerlari tomonidan olib kelingan dori Farg'ona vodiysida sotilishi kerak edi.,positive,no
2022-12-26 12:01:10,"Seshanba va chorshanba kunlari janubdan nam havo chiqishi bilan O'zbekistonda yomg'ir yog'ishi mumkin. Harorat +15 darajaga ko'tariladi, ammo payshanba kuni u +7 ga tushadi.",positive,no
2022-12-26 11:11:55,Rasul Kusherbayevning deputatlik faoliyati rasman to'xtatildi. Bunday qarorni O'zbekiston Markaziy saylov komissiyasi qabul qildi.,negative,no
2022-12-26 10:59:07,"O'zbekistonda Nestle — GoodMix barlaridan yangi mahsulot paydo bo'ldi. Ular sizni energiya bilan to'ldirishga yordam beradi, shuningdek sizni turli xil to'qimalar va ta'mlarning kombinatsiyasi bilan ajablantiradi (reklama huquqi bilan).",positive,yes
2022-12-26 10:28:24,"Termiz aeroporti rekonstruksiya qilinganidan keyin birinchi reysni qabul qildi, bu esa taxminan ikki oy davom etdi. 3000 metr uzunlikdagi yangi beton uchish-qo'nish yo'li, taksi yo'llari va uchta to'xtash joyi uchun perron qurildi. Yangi yorug'lik signal uskunalari va Meteo va radionavigatsiya qo'nish tizimi o'rnatildi.",positive,no
2022-12-26 10:17:40,"Toshkentda Ford tez yordam mashinasi haydovchisi yo'l chetida turgan Tracker avtomobili bilan to'qnashdi, natijada tez yordam mashinasi ag'darildi. Jabrlanganlar yo'q.",positive,no
2022-12-26 09:49:24,"Parlament komissiyasi a'zosi, Shvetsiya NNT rahbari Gulnoz Mamarasulova intervyusida Газете.uz "" Qoraqalpog'istondagi voqealar bo'yicha sud jarayoni qanday o'tayotgani, Qoraqalpog'istonning sobiq va amaldagi rahbarlarining ko'rsatmalarining ahamiyati va komissiya nima uchun o'z hisobotini e'lon qilmagani haqida gapirdi.",negative,no
2022-12-26 08:59:02,"Huawei nova 10 seriyali smartfonlar mavjud tendentsiyalarning xususiyatlarini o'zida mujassam etgan. Ular kontent yaratuvchilar uchun ham, geymerlar uchun ham mos keladi (reklama huquqi bilan).",positive,yes
2022-12-25 13:04:51,"Ucell tomonidan sovg'a sifatida ikkinchi smartfon

Ucell ofislarida Samsung Galaxy S21 FE, Galaxy A73 5G yoki Galaxy A53 5G smartfonlaridan birini sotib olib, siz Samsung Galaxy A04 va bir oylik bepul aloqani sovg'a sifatida olishingiz mumkin.

Aksiya amaldagi va yangi Ucell abonentlari uchun 31 yanvargacha mavjud.

Smartfonlar soni cheklangan.

Batafsil: ucell.uz

Reklama.",positive,no
2022-12-25 12:48:40,"Internetda deputat Rasul Kusherbayev Qonunchilik palatasi majlisida kun tartibi bo'yicha savol berishga uringan, ammo e'tiborsiz qoldirilgan video tarqaldi. ""Men ketyapman... bunday yig'ilishda o'tirmaslik yaxshiroqdir... bularning barchasi sahnalashtirilgan, ular so'z bermaydilar"", dedi u.",positive,no
2022-12-25 11:27:44,"Senat 36-yalpi majlisda O'zbekiston Prezidentining maktubi, 2023-yilgi davlat byudjeti to'g'risidagi qonun va 2022-yilgi davlat byudjetiga tuzatishlar, alkogol va tamaki mahsulotlarini tarqatish va ulardan foydalanishni cheklash to'g'risidagi qonunga kiritilgan o'zgartirishlar va boshqa masalalarni muhokama qiladi.",positive,no
2022-12-25 09:01:37,"""Imtiyozlar dunyosi"" banki Rossiyadan O'zbekistonga onlayn pul o'tkazmalarini boshladi.

Pul o'tkazmalari Rossiya bankining istalgan kartasidan, pul mablag'lari esa O'zbekistonning yirik banklaridan olinadi. 

31 yanvargacha mir2023 promo-kodi bo'yicha kurs yanada foydali bo'ladi. 

Siz kursni taqqoslashingiz va tarjima xizmatlaridan havola orqali foydalanishingiz mumkin.

Reklama huquqi bilan.",positive,yes
2022-12-24 22:20:29,"Abdulla Abduqodirov prezident huzuridagi strategik islohotlar agentligi bosh direktorining birinchi o'rinbosari, Akbar Musayev va Rustamxon Azizov o'rinbosar bo'ldi.",negative,no
2022-12-24 19:41:01,"Poyezd Toshkent-Markaziy va Salar stansiyalari o'rtasida 17 yoshli o'smirni urib tushirdi. IIV ma'lumotlariga ko'ra, u temir yo'ldan o'tayotganda naushnik kiygan.",negative,no
2022-12-24 18:20:18,Shaxmatchi Nodirbek Abdusattorov Vugar Gashimov xotirasiga bag'ishlangan Bokudagi xalqaro superturnir g'olibi bo'ldi. O'zbekistonlik musobaqa yakuniga qadar besh turda g'alaba qozondi.,positive,no
2022-12-24 17:06:27,Prezident maslahatchisining ijtimoiy-siyosiy rivojlanish masalalari bo'yicha o'rinbosari etib Oliy ta'lim vazirligi rahbarining o'rinbosari Rahim Hakimov tayinlandi. Murtaza Qarshibayev davlat rahbarining maslahatchi-Spichrayter o'rinbosari etib tayinlandi.,negative,no
2022-12-24 16:59:07,UzAuto Motors Powertrain zavodida yangi turdagi CSS Prime dvigatellari ishlab chiqariladi. Ushbu dvigatellar Asaka zavodida ishlab chiqarilgan yangi Chevrolet Onix va Chevrolet Tracker avtomobillariga o'rnatiladi (reklama huquqi bilan).,negative,yes
2022-12-24 16:26:51,"Davlat statistika qo'mitasi Agentlik, davlat soliq qo'mitasi va davlat soliq qo'mitasi — Iqtisodiyot va moliya vazirligining tuzilmalariga aylanadi. 1 yanvardan boshlab ""yangi O'zbekistonning ma'muriy islohotlari""doirasida tashkiliy bo'ysunishni o'zgartiradigan va bekor qilinadigan davlat organlari ro'yxati.",positive,no
2022-12-24 15:57:19,Shavkat Mirziyoyev 26-27 dekabr kunlari MDH mamlakatlari rahbarlarining norasmiy uchrashuvida ishtirok etish uchun Sankt-Peterburgga tashrif buyuradi.,positive,no
2022-12-24 15:12:33,"Toshkent shahar IIBB blogger Abdukodir Mo'minovga qilingan hujum yuzasidan ""talonchilik"" moddasi bo'yicha jinoyat ishi qo'zg'atilganligi haqida xabar berdi. Ichki ishlar boshqarmasi ma'lumotlariga ko'ra, flesh-disk yozuvlarni tekshirish uchun olib qo'yilgan. Blogger uning ruxsatisiz olib ketilganini aytdi.",positive,no
2022-12-24 15:00:59,"O'zmakon turar-joy blokida hamma narsa eng kichik tafsilotlargacha o'ylab topilgan. 

O'ziga xos xususiyatlardan biri bu chuqur sirlangan lojikali kvartiralardir. Lodjiyalarning chuqurligi deyarli 2 m ni tashkil etadi, bu yumshoq mebel, choy stoli va kitob javonlari bilan qulay joyni tashkil qilish imkonini beradi. 

Siz band bo'lgan ish kunidan keyin dam olishingiz, o'zingiz bilan yolg'iz qolishingiz yoki do'stlaringiz bilan suhbatlashishingiz mumkin.

Bunday kvartiralarni 350 million so'mdan sotib olish mumkin. 

Kvartiralar soni cheklangan.

Telefon: (+998) 78-113-0356.

Batafsil 

gh.uz | Telegram
Savdo idorasi

Reklama.",positive,no
2022-12-24 14:44:05,"O'zbekiston harbiy prokurorining birinchi o'rinbosari etib Otabek Xolboyev, o'rinbosari-qahramon Isroilov tayinlandi. Prezident Toshkent prokuroriga yangi unvon berdi.",negative,no
2022-12-24 13:04:15,"Korzinka Amira Temura prospektida 100-supermarketni ochdi. Ochilish kuni mehmonlarni tetiklantiruvchi musiqa, do'stona animatorlar va shirinliklar (reklama) kutib turardi.",positive,yes
2022-12-24 11:24:46,"""Ko'zgu"" Youtube kanali muallifi Abdukodir Mo'minov noma'lum shaxslarning hujumi haqida xabar berdi, ular uning mashinasining singan oynasini sindirib, uni kaltakladilar.",negative,no
2022-12-24 10:15:00,"Biftek va karamellangan nokli salat, ""qordagi boncuklar"" qatlamli salat, mol go'shti va arugula bilan iliq salat, dudlangan tovuq va koreys sabzi bilan salat va boshqa retseptlar — tanlovda Zira.uz.",positive,no
2022-12-24 09:00:05,"Siz iPhone 14/14 Plus-ni Apple 20W USB-C Power Adapter bilan birga sotib olishingiz mumkin.

Apple texnikasi Credit Asia vakolatli sotuvchisi tomonidan kafolat bilan qismlarga bo'lib mavjud.

Reklama.",positive,no
2022-12-24 00:54:36,"Prezidentning adminreformasi to'g'risidagi farmoni bilan bosh vazir o'rinbosarlari soni sakkizdan to'rttaga kamayadi, bosh vazir maslahatchilari lavozimlari esa tugatiladi. Bosh vazir o'rinbosarlari bir vaqtning o'zida vazir lavozimlarini yoki boshqa rahbarlik lavozimlarini egallay olmaydilar.",positive,no
2022-12-24 00:42:24,"""Yangi O'zbekiston ma'muriy islohoti"" ning birinchi bosqichi doirasida 1 yanvardan boshlab mamlakatda ""respublikaning ijro etuvchi hokimiyat organlarining kompaktlik va professional boshqaruv tamoyillariga asoslangan hamda vazirliklar, qo'mitalar, agentliklar va inspeksiyalardan iborat samaradorlikka yo'naltirilgan yaxlit tizimi"" joriy etilishi boshlanadi, deyiladi prezident farmonida.

Ijro etuvchi hokimiyat organlari xodimlari, shu jumladan boshqaruv xodimlari ""adolatli ish haqi tizimi""joriy etilishi bilan maksimal 30 foizga qisqartiriladi.

Ushbu farmonga muvofiq shtat birliklarini optimallashtirish natijasida chiqarilgan mablag'lar ijtimoiy muammolarni hal qilishga yo'naltiriladi, deyiladi hujjatda.",positive,no
2022-12-24 00:30:28,"2023-yil 1-yanvardan boshlab O'zbekistonning yangi vazirliklari ro'yxati

Investitsiyalar, sanoat va savdo vazirligi;

Iqtisodiyot va moliya vazirligi;

Tog ' -kon sanoati va geologiya vazirligi;

Qurilish va uy-joy kommunal xo ' jaligi vazirligi;

Bandlik va qashshoqlikni kamaytirish vazirligi;

Oliy ta'lim, fan va innovatsiyalar vazirligi;

Maktabgacha va maktab ta'limi vazirligi;

Tabiiy resurslar vazirligi;

Yoshlar siyosati va sport vazirligi;

Qishloq xo ' jaligi vazirligi;

Suv xo ' jaligi vazirligi;

Raqamli texnologiyalar vazirligi;

Adliya vazirligi;

Transport vazirligi;

Madaniyat va turizm vazirligi;

Mudofaa vazirligi;

Energetika vazirligi;

Sog'liqni saqlash vazirligi;

Tashqi ishlar vazirligi;

Ichki ishlar vazirligi;

Favqulodda vaziyatlar vazirligi.",positive,no
2022-12-24 00:29:02,O'zbekiston prezidenti vazirlik va idoralar sonini 61 tadan 28 taga qisqartirish to'g'risidagi hujjatlarni imzoladi. 20 ta idora butunlay bekor qilinadi. Yangi vazirliklar ro'yxati:,positive,no
2022-12-23 22:53:47,"O'zbekiston Prezidentining yig'ilishida aytilishicha, harbiy prokurorlar chekka hududlardagi maktablarga biriktiriladi. Maqsad yoshlarni harbiy vatanparvarlik ruhida tarbiyalash va ularning huquqiy savodxonligini oshirishdir.",negative,no
2022-12-23 21:58:06,"Nukus voqealari bo'yicha jinoyat ishi bo'yicha sudda guvohlarni so'roq qilish davom etmoqda. Ushbu haftada 115 kishi guvohlik berdi, shu jumladan 39 ta alohida jinoiy ishda ayblanuvchilar hibsga olingan. Shuningdek, jamoat kafolati yoki uy qamog'iga olingan 107 ayblanuvchi so'roq qilinmoqda.",negative,no
2022-12-23 21:15:00,"To'rtta film premyerasi, poytaxt parklarida kontsertlar bilan yangi yil dasturlari, ""Humo"" xokkey klubi uchrashuvi, issiq yarmarkalar, ko'rgazmalar, bolalar tadbirlari va yaqinlashib kelayotgan dam olish kunlaridagi boshqa tadbirlar — tanlovda",positive,no
2022-12-23 21:01:09,22 dekabr kuni Toshkent yaqinida yirik transport-logistika markazi qurilishi bo'yicha yangi loyiha boshlandi. Loyihaning operatori PTC Holding sho'ba kompaniyasi RTS — sa (reklama huquqi bilan) bo'ladi.,positive,yes
2022-12-23 19:27:26,"O'zbekiston va Saudiya Arabistoni o'rtasida biznes-forumda 6,4 milliard dollarlik hujjatlar imzolandi. Neft-gaz va neft-kimyo tarmoqlari va mashinasozlik hamkorlikning ustuvor yo'nalishlari etib belgilandi.",positive,no
2022-12-23 19:10:01,"️ ️ Moliya vazirligi rahbarining o'rinbosari Dilshod Sultonov shunday dedi: Газете.uz "" 2023 yilda soliq tizimidagi kutilayotgan o'zgarishlar to'g'risida. Shunday qilib, qo'shilgan qiymat solig'ini 12% gacha kamaytirish, ba'zi QQS imtiyozlarini bekor qilish, aylanma soliq stavkalarini birlashtirish, daromad solig'i bo'yicha imtiyozlar berish va boshqalar rejalashtirilgan. 

Soliq kodeksiga o'zgartirishlar kiritish loyihasi jamoatchilik muhokamasi uchun e'lon qilindi.",positive,no
2022-12-23 19:01:59,"Yaqinlaringizni yangi yil bilan tabriklash uchun bir daqiqa kifoya qiladi, hatto sizni shaharlar va mamlakatlar ajratib tursa ham.

Rossiyadan O'zbekistonga bepul pul o'tkazmalari ""Sberbank Online"" ilovasida mavjud.

Siz telefon raqamini ko'rsatib, darhol pul yuborishingiz mumkin. Qabul qiluvchi darhol kartaga kirishni ko'radi. Asosiysi, telefon unga bog'langan.

""Sberbank"" 2022-yil avgust oyida O'zbekistonga telefon raqami orqali pul o'tkazmalari bo'yicha komissiyani nolga tenglashtirdi. Ilovada pul o'tkazmasi to'g'risidagi barcha ma'lumotlar, shu jumladan O'zbekiston so'midagi summa ko'rsatiladi.

Batafsil

Reklama.",positive,no
2022-12-23 18:26:24,️ ️ Prezident farmoni bilan qo'shimcha dam olish kunlari belgilandi va ba'zi dam olish kunlari 2023 yilga qoldirildi. Yangi yilni nishonlash davrida o'zbekistonliklar to'rt kun dam olishadi.,negative,no
2022-12-23 17:28:46,"Veolia Energy Tashkent issiqlik ta'minoti kompaniyasi poytaxtdagi muammoli joylarga 230 ta aylanma nasoslarni o'rnatadi, bu kompaniya ta'kidlaganidek, isitish va issiq suv ta'minotini yaxshilashga imkon beradi.",positive,no
2022-12-23 17:04:07,"Samarqand darvoza savdo markazi yangi yil kayfiyatini beradi. Mehmonlar ajoyib manzaralardan, bayram dasturidan va brendlarning tanlovlaridan (reklama huquqi bilan) mamnun bo'lishadi.",negative,yes
2022-12-23 16:49:45,"Deputat Rasul Kusherbayev intervyusida Qalampir.uz ""ayrim idoralar va rahbarlar""parlamentga bo'lgan munosabatidan juda xafa bo'lganini aytdi. ""Biz o'zgarishlarni xohlaymiz. Ammo ko'p joylarda ikkiyuzlamachilik saqlanib qolmoqda"", dedi u va u hech kimni ayblamaydi, balki o'zi aybdor ekanligini qo'shimcha qildi.",positive,no
2022-12-23 16:12:41,"Uchtepa tuman kengashi deputati Nuriddin Zaynitdinov partiya a'zosi Rasul Kusherbayevdan keyin deputatlik mandatini topshirishini ma'lum qildi. ""Bu qaror vaqt masalasi edi"", deb yozgan u. U ilgari bosim va provokatsiyalar haqida xabar bergan.",positive,no
2022-12-23 15:54:17,Saudiya Arabistonining ACWA Power kompaniyasi bilan Qoraqalpog'istonda umumiy quvvati 1500 MVt bo'lgan shamol elektr stansiyasini qurish bo'yicha shartnoma imzolash marosimi bo'lib o'tdi.,positive,no
2022-12-23 15:07:12,"Toshkentda ""Bigvil""loyihasi qurilishi boshlandi. Loyihani o'zbekistonlik Developer Murad Buildings va qozog'istonlik BI Group amalga oshirmoqda. Turar-joy massivi ""shahardagi shahar"" kontseptsiyasini (reklama huquqi bilan) o'zida mujassam etadi.",negative,yes
2022-12-23 14:58:47,2023-yil 1-yanvardan boshlab bino yoki avtomobilni ijaraga olgan jismoniy shaxslar uchun ijara haqining minimal stavkalarini oshirish rejalashtirilgan. Xalq deputatlari kengashlari stavkalarga ko 'paytiruvchi koeffitsiyentlarni qo' llash huquqini saqlab qoladilar.,negative,no
2022-12-23 14:48:52,"Transport vazirligining ishchi guruhi yangi metro stantsiyalari nomlarini ko'rib chiqdi. Tasdiqlangandan so'ng ular ovoz berishga qo'yiladi. Chkalov nima uchun rad etilganini (lekin Aviasozlar qoldirilganini), Choshtepa va Sergeli haqida qanday bahslashganini va Paralimpiya harakati nomi qanday paydo bo'lganini aytib beramiz.",negative,no
2022-12-23 13:00:37,"Pepsi jamoasi sizni Toshkentning go'zal joylariga borishga, Santa-ga xat yozishga va hatto Instagram yulduzi bo'lishga taklif qiladi (reklama huquqi bilan).",negative,yes
2022-12-23 12:46:15,"️ ️ Qonunchilik palatasining eng mashhur deputati Rasul Kusherbayev deputatlik faoliyatini to'xtatishga qaror qilganini ma'lum qildi. ""Men bunday ishlay olmasligimni angladim. Men buni qilishga majbur bo'lganimdan afsusdaman"", dedi u.",negative,no
2022-12-23 11:45:02,"Dam olish kunlari O'zbekistonda yomg'irsiz ob-havo kutilmoqda. Shanba kuni u hali ham salqin bo'ladi, lekin yakshanba kuni sovuq havo mamlakat hududidan chekinishni boshlaydi, kun davomida harorat +10 darajaga ko'tariladi.",positive,no
2022-12-23 11:33:00,Toshkent viloyatidagi Talbuloq (Krasnogorsk) posyolkasida bir necha mahallalar hududida 57 ta sog'lom ko'p yillik daraxtlar kesilgan. Oktyabr oyida tuman obodonlashtirish boshqarmasi 73 ta qurib qolgan yoki qurib qolgan daraxtlarni kesish uchun ruxsat so'radi. Kuyichirchikda yana 7 ta daraxt kesilgan.,negative,no
2022-12-23 11:22:00,"Olmaotada yanvar voqealari qurbonlari uchun ""Tagzim""yodgorligi ochildi. Marosimda Qozog'iston prezidenti ishtirok etdi. U ushbu fojiali voqealarni doimo yodda tutish kerakligini ta'kidladi, shuning uchun u yodgorlik qurishni buyurdi. Voqealar davomida 238 kishi halok bo'ldi.",positive,no
2022-12-23 11:00:48,"Uzum Bank ilova va joylardagi to'lovlar uchun keshbekni oshirdi. Bank mijozlari hamkorlardan tovarlar va xizmatlar to'lashda 20% gacha, shuningdek, uzum Market buyurtmalarini berish punktlarida (reklama) to'lashda 5% gacha naqd pul oladilar.",positive,yes
2022-12-23 10:13:16,"2024 yilgacha Evropa, Turkiya, Misr va Marokash davlatlariga mato eksport qiluvchilarga transport xarajatlarining 70 foizi qoplanadi. O'zbekistondan o'simlik yog'ini eksport qilishni taqiqlash endi faqat paxta, kungaboqar, makkajo'xori va soya mahsulotlariga tegishli.",positive,no
2022-12-23 09:35:35,"Andijonda xususiy uydagi yong'inda uch bola vafot etdi-5, 13 va 15 yosh.",negative,no
2022-12-23 09:19:27,"Energetika vaziri Jo'rabek Mirzamahmudov O'zbekiston va Xitoy statorganlari tomonidan e'lon qilingan gaz eksporti bo'yicha statistikaning farqlanishini tushuntirdi. Uning so'zlariga ko'ra, Xitoy statistikasi O'zbekiston hududida gaz tranziti narxini ham hisobga oladi.",negative,no
2022-12-22 22:35:29,"O'zbekiston davlat byudjeti to'g'risidagi 2023 yilgi qonunda 60 dan ortiq vazirlik va idoralarning umumiy xarajatlarini 203,77 trln so'mgacha oshirish taklif qilinmoqda, bu o'tgan yilgi prognozlardan 18,6 foizga yuqori. 

""Газета.uz"" taqqoslash jadvalini tayyorladi va mamlakatning asosiy moliyaviy hujjatidan asosiy fikrlarni ajratib ko'rsatdi.",negative,no
2022-12-22 22:00:26,"❕O'zbekiston va Qozog'iston 2023 yilda 300 ming tonna Qozog'iston neft mahsulotlarini yetkazib berish, Qozog'iston orqali 300 ming tonna Rossiya neftini tranzit qilish, gaz omborlarini modernizatsiya qilish va qurish, shuningdek, Qozog'istonda O'zbekistonga energiya yetkazib berish uchun ko'mir IES qurish to'g'risida kelishib oldilar.",positive,no
2022-12-22 21:01:02,"O'zbekiston-Qozog'iston mintaqalararo biznes-forumi doirasida UzAuto Qozog'iston kompaniyalari bilan 570 million dollarlik savdo va investitsiya bitimlarini imzoladi. Investitsiyalar Qozog'istonda Chevrolet Onix ishlab chiqarish loyihasini amalga oshirish, eksport hajmini oshirish va O'zbekistonda ehtiyot qismlarni taqsimlash markazini (reklama) tashkil etishga jalb etiladi.",negative,yes
2022-12-22 19:47:43,"Sil kasalligini davolashning yangi rejimini faqat tabletkalar bilan, in'ektsiyasiz klinik o'rganish samaradorlik va xavfsizlikni ko'rsatdi, dedi ""chegarasiz shifokorlar"". Unda O'zbekistonning Toshkent va Nukusdagi ikkita klinikasi va 248 nafar bemor ishtirok etdi, bu ularning umumiy sonining qariyb 45 foizini tashkil etadi.",positive,no
2022-12-22 19:17:59,"O'zbekiston va Qozog'iston davlat rahbarlari darajasida davlatlararo kengash tuzmoqda. ""Ushbu qadam bilan biz bir — birimizni faol qo'llab-quvvatlashga, zamonamizning qiyinchiliklaridan oldin elkama-elka turishga tayyor ekanligimizni tasdiqladik"", - deya ta'kidladi Shavkat Mirziyoyev.",positive,no
2022-12-22 18:59:03,Ajisept mutaxassislari qishda tanani qanday qo'llab-quvvatlash va yangi yilni ajoyib kayfiyatda (reklama) kutib olish haqida gapirib berishdi.,positive,yes
2022-12-22 18:29:33,"️ ️ Ijtimoiy tarmoqlarda Samarqand viloyatida 2 oy ichida ""doc-1 Max"" (Hindiston) tabletkalari va siropini qabul qilgan 21 nafar bolaning asoratlari borligi, 15 nafar bola vafot etgani haqida xabar paydo bo'ldi. 

Bu preparatni qabul qilish bilan bog'liqmi yoki yo'qligini tekshirish boshlandi. Uning sotilishi to'xtatildi.",negative,no
2022-12-22 18:11:12,"YUNISEF Qo'ng'irot tumanidagi maktab va shifoxonalarda sanitariya uzellarini jihozladi va Qoraqalpog'iston Sog'liqni saqlash vazirligiga berdi, u yerda ichimlik suvi olish uchun quyosh batareyalari va suv isitgichlari va tizimlari o'rnatildi. Bundan tashqari, klinikalardan birida medotdoxlarni maydalash va sterilizatsiya qilish uchun mashina o'rnatilgan.",positive,no
2022-12-22 17:48:04,"Shavkat Mirziyoyev va Qosim-Jomart Tokayev yangi qo'shma loyihalarni amalga oshirishni, jumladan, Qoraqalpog'iston viloyatida maishiy texnika va Qostanayda Chevrolet avtomobillarini ishlab chiqarishni, shuningdek, Toshkent viloyatida logistika markazi qurilishini yo'lga qo'ydi.",positive,no
2022-12-22 17:17:56,"️ ️ O'zbekiston va Qozog'iston rahbarlari ittifoqchilik munosabatlari to'g'risidagi shartnoma va chegarani demarkatsiya qilish to'g'risidagi shartnomani imzoladilar. ""Ittifoqchilik davlatlararo sheriklikning eng yuqori va ishonchli darajasidir. Biz umumiy kelajakni qurish niyatimiz borligini tasdiqladik"", - deya ta'kidladi Shavkat Mirziyoyev.",positive,no
2022-12-22 17:01:13,"Onlayn Daromad Plus hissasini ochib, siz Turkiyaga sayohatni yutib olishingiz mumkin

Davr Bank yangi yil aksiyasini boshladi. 15 dekabrdan 15 fevralgacha har bir kishi o'yinda ishtirok etishi va Turkiyaga yetti kunlik ikki kishilik turda g'alaba qozonishi mumkin.

Shartlar:

1. Davr Mobile mobil ilovasini yuklab oling va davr Bank kartasini oching.
2. Onlayn Daromad Plus hissasiga 500 ming so'm miqdorida mablag ' kiritsin.
3. Bankning barcha ijtimoiy tarmoqlariga obuna bo'ling.

Taklifni havola orqali topishingiz mumkin.

Ilovani yuklab oling

Telefon: 1284.

Telegram | Davrbank.uz
Instagram | Facebook | YouTube

Reklama.",positive,no
2022-12-22 16:40:00,O'zbekiston poytaxti xalqaro aeroportiga Shukurjon Gaipov boshchilik qildi. 2018 yildan boshlab u Toshkent-1 hukumat terminalining boshlig'i bo'lgan.,positive,no
2022-12-22 16:27:03,"Moliya vazirligi 2023 yil uchun davlat byudjetini taqdim etdi. Hujjat jamoatchilik muhokamasiga qo'yilmadi. Yalpi ichki mahsulot 5,3 foizga o'sishi va inflyatsiya 9,5 foiz atrofida bo'lishi rejalashtirilgan. Mintaqalar byudjetlarida ko'proq soliqlar qoldiriladi, davlat byudjeti taqchilligi YaIMning 3 foizini cheklaydi.",negative,no
2022-12-22 15:30:05,"O'zbekiston va Qozog'iston prezidentlari muzokaralarda energetika quvvatlarini modernizatsiya qilish va qurish, tabiiy gazni geologiya-qidiruv va chuqur qayta ishlash loyihalarini ilgari surish hamda transport infratuzilmasini kengaytirish loyihalarini jadallashtirishga kelishib oldilar.",positive,no
2022-12-22 14:51:18,"Urush boshlanganidan beri birinchi marta Ukraina prezidenti Vladimir Zelenskiy AQShga tashrif buyurdi va u erda AQSh rahbari Jo Bayden bilan uchrashdi, u Ukrainaga Patriot havo mudofaasi kompleksi va 2 milliard dollarlik yangi yordam paketini taqdim etishini e'lon qildi.",negative,no
2022-12-22 13:10:00,Toshkentda yangi yil tadbirlari 25 dekabrdan 5 yanvargacha bo'lib o'tadi. Asosiy daraxt an'anaviy ravishda milliy kutubxona yonida o'rnatilgan. Rojdestvo daraxtlari boshqa 17 joyda ham o'rnatilgan.,positive,no
2022-12-22 13:05:34,Alter Ego loyihasi jamoasi Chortoq shifobaxsh suv ishlab chiqarishga tashrif buyurdi. Yangi nashrda Chortoq ishlab chiqarish va xalqaro darajadagi xususiy sanatoriya (reklama) qurilishini ichkaridan ko'rish mumkin.,positive,yes
2022-12-22 12:42:46,Qonunchilik palatasi O'zbekistonning 2023 yilgi davlat byudjetini 3 soatdan kam vaqt ichida muhokama qildi va ma'qulladi (agar siz uchta o'qishning umumiy vaqtini umumlashtirsangiz). Qonun loyihasining o'zi palataga bir haftadan kamroq vaqt oldin kelgan va jamoatchilik muhokamasidan o'tmagan. Hujjat deyarli bir ovozdan va tanqidsiz qabul qilindi.,negative,no
2022-12-22 12:02:32,"Toshkent shahar hokimligi Mirzo Ulug'bek tumanidagi yashil zona, uning bir qismi shahar hokimining qarori bilan qurilishga berilganligi saqlanib qolishini ma'lum qildi. Ammo aholining noroziligi tufayli emas, balki kesishga moratoriy qo'yilganligi va tadbirkor belgilangan muddatda qurilishni boshlamaganligi sababli.",negative,no
2022-12-22 11:20:01,O'zbekistondan Afg'onistonga gumanitar yordam bilan to'qqizta yuk mashinasi jo'natildi. Oldingi yordam partiyasi sentyabr oyida yuborilgan.,negative,no
2022-12-22 11:00:10,"Idea do'konlar tarmog'idagi aksiya davom etmoqda

31 dekabrgacha idea do'konlari tarmog'ida maishiy texnika va elektronikani maxsus narxlarda sotib olish mumkin.

Uskunani sotib olish uchun aksiya tugashiga 10 kun qoldi, 24 oygacha va oldindan to'lovsiz.

Tovarlar soni cheklangan.

Telefon: (+998) 71-230-77-99.

Do'kon manzillari
Telegram | Instagram

Reklama.",positive,no
2022-12-22 10:25:22,26 dekabrdan boshlab O'zbekistonda 1000 so'mlik yangi tanga joriy etilmoqda. U birinchi marta ikki rangli kombinatsiyada ishlab chiqarilgan. Tanga 2001 yil namunasidagi 1000 so'mlik banknotga parallel ravishda harakat qiladi.,positive,no
2022-12-22 09:54:12,Qashqadaryoning qasbiy tumanida 28 yoshli ayol o'ldirilgan holda topilgan. Qotillikda uning sobiq eri ayblanmoqda.,negative,no
2022-12-22 09:20:01,Davlat aktivlarini boshqarish agentligi davlat organlarining bo'sh mulklarini ularning roziligisiz sotishi yoki ijaraga olishi mumkin. Taklif qilish uchun ob'ekt uch oy bo'sh turishi kerak.,positive,no
2022-12-22 09:00:16,"Coca-Cola va Central Park yangi yil karnavalini shapito uslubida o'tkazadi. Tomoshabinlar uchun sirk artistlari, shuningdek, tanlovlar va interaktivlar (reklama huquqi asosida) tashkil etiladi.",positive,yes
2022-12-21 21:41:49,"""Men hamdardman, lekin kasal emasman"" - Sport TV sport sharhlovchisi Otabek Jurayev

Intervyuda ""Газета.uz"" Otabek Jurayev sharhlovchining roli nima ekanligini, nima uchun 2022 yilgi jahon chempionatida Osiyo mamlakatlari terma jamoalariga hamdardlik bildirganini va kuniga to'rtta o'yin o'tkazish qanday ekanligini aytib berdi.",positive,no
