text,date,like_count,dislike_count,cry_count,think_count
"Руководитель и сотрудник таможенного поста международного аэропорта Ферганы проводили через таможенный контроль товары в нарушение законодательства, оформляя их на пассажиров, прилетавших из-за рубежа. Подозреваемые задержаны, возбуждено уголовное дело, сообщила СГБ.

https://www.gazeta.uz/ru/2022/07/10/post/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-10 10:04:35,1,0,0,0
"Спустя несколько дней после применения в Нукусе специальных средств для разгона демонстраций МВД Узбекистана опубликовало видеоролик о том, как эти средства работают. 

«Газета.uz» также публикует фото этих средств и последствия их применения, увиденные нашим корреспондентом в Нукусе.

https://www.gazeta.uz/ru/2022/07/07/nukus/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-07 11:20:08,1,0,0,0
"В столичном Central Park прошёл фестиваль по пристройству собак Mehr Dogs Fest. Провёл его Центр реабилитации бездомных животных Mehr при поддержке ОЗЖ Mehr va oqibat и партнёров. «Газета.uz» рассказывает о тех, кто приехал искать своего человека, и кому это удалось.

https://www.gazeta.uz/ru/2022/07/04/mehr-dogs-fest/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-04 16:32:31,0,0,0,0
"Резиденция премиум-класса Mirabad Avenue предлагает приобрести квартиру на выгодных условиях. Скидка 18% будет действовать до 31 июля (на правах рекламы).

https://www.gazeta.uz/ru/2022/07/04/mirabad-avenue/",2022-07-04 15:03:29,1,0,0,0
"Шавкат Мирзиёев упрекнул депутатов Жокаргы Кенеса Каракалпакстана, что они сами предложили и сами одобрили поправки в Конституцию о статусе республики и что не сообщили ему о недовольстве людей. 

«Если каракалпакский народ недоволен, ни одна статья никогда не будет изменена», — заявил он.

https://www.gazeta.uz/ru/2022/07/03/call/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-03 00:52:09,2,0,0,0
"Казахстан сообщил о временном закрытии на границе с Узбекистаном пункта пропуска «Тажен» — «Даут-ата» (Каракалпакстан). Планируется приостановка железнодорожного сообщения.

https://www.gazeta.uz/ru/2022/07/02/border/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-02 15:09:55,1,0,0,0
"Для строительства бизнес-центра Yangi O’zbekiston ko’chasi («Улица Новый Узбекистан») 241,93 га территории, включая 198,12 га орошаемых земель, переведут в категорию земель населённых пунктов. Вдоль улицы перед одноимённым парком построят объекты услуг, торговли, развлечений, парки и жилые дома.

https://www.gazeta.uz/ru/2022/07/01/new-uzbekistan-street/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 15:44:35,15,106,4,4
"Aemtex предлагает услуги независимого инженера. Компания специализируется на управлении и мониторинге проектов гражданского и промышленного строительства в роли независимого инженера (на правах рекламы).

https://www.gazeta.uz/ru/2022/07/01/aemtex/",2022-07-01 15:07:53,12,6,0,1
"В Наманганской области водитель Lacetti совершил аварию, в результате которой автомобиль загорелся. Он скончался на месте. В соцсетях пишут, что машина ехала на высокой скорости и столкнулась с грузовиком.

https://www.gazeta.uz/ru/2022/07/01/namangan/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 14:47:36,10,16,27,1
"Россия вывела гарнизон с украинского острова Змеиный «в качестве шага доброй воли», сообщило Минобороны РФ. Президент Украины Владимир Зеленский заявил, что «освобождение» этого «стратегического пункта» «значительно меняет ситуацию в Чёрном море».

https://www.gazeta.uz/ru/2022/07/01/island/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 14:03:11,154,23,0,33
"В ответ на сообщения о дефиците иностранной валюты банки Узбекистана сообщили, что их обменные пункты обеспечены достаточным объёмом наличной валюты, а денежные переводы проводятся бесперебойно.

https://www.gazeta.uz/ru/2022/07/01/currency/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 13:29:46,64,16,3,3
"До 21 июля при покупке iPhone 13 в сети магазинов Credit Asia каждый гарантированно получит набор аксессуаров. Смартфон можно приобрести в рассрочку (на правах рекламы).

https://www.gazeta.uz/ru/2022/07/01/credit-asia/",2022-07-01 13:04:53,11,48,5,4
"Президент Шавкат Мирзиёев 30 июня поздравил молодежь страны с праздником и выступил с речью.

➖ @gazetauz ➖",2022-07-01 12:21:04,132,209,5,30
"После относительно прохладной пятницы в выходные температура снова повысится, но ненадолго. Благодаря вторжению прохладного воздуха с Поволжья большую часть недели температура будет в пределах +30…+35 градусов.

https://www.gazeta.uz/ru/2022/07/01/meteo/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 11:54:46,117,1,6,4
"В международный терминал аэропорта Ташкента до 31 июля нельзя будет попасть сопровождающим. Это связано с вылетом и прилётом паломников в хадж и реконструкцией здания.

https://www.gazeta.uz/ru/2022/07/01/airport/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 11:32:43,43,75,2,9
"На заводе Uzbekistan GTL получена первая в истории Узбекистана синтетическая дизельная продукция. Партия в объёме 5000 тонн будет отправлена на НГМК.

https://www.gazeta.uz/ru/2022/07/01/gtl/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 11:17:54,113,4,0,1
"Что говорят выпускники о Webster University in Tashkent

«До программы MA TESOL я думала о смене профессии. Причина — большие классы, в которых половина времени уходила на попытки успокоить учеников.

В Webster я научилась давать интересные задания, создавать приятную атмосферу в классе, соответствовать нуждам и желаниям учеников. И хотя размеры моих групп остались прежними, ученики активно участвуют на уроках и с удовольствием выполняют задания. Я прихожу на работу с уверенностью в своих возможностях и методиках», — Гульшан Мирзаева, выпускница MA TESOL 2022.

О программе магистратуры

Реклама.",2022-07-01 11:00:25,41,30,0,5
"В Кыргызстане легализовано казино. Игроками могут быть только иностранцы. Новый закон об игорной деятельности принят для привлечения денег в госбюджет и создания благоприятных условий для инвестиций.

https://www.gazeta.uz/ru/2022/07/01/kg/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-07-01 09:39:38,87,129,3,14
"Шавкат Мирзиёев, выступая на мероприятии в честь Дня молодежи, заявил, что «уважает и почитает великодушный народ Каракалпакстана, который отважно преодолевает трудности». «Я с любовью и гордостью говорю, что я сын не только Узбекистана, но и Каракалпакстана», — сказал президент.

https://www.gazeta.uz/ru/2022/06/30/karakalpakstan/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 23:54:53,114,308,6,32
"Подписан закон «О процедурах изъятия земельных участков для общественных нужд с компенсацией». Он вступит в силу через три месяца. Документ определяет перечень конкретных оснований для изъятия и виды компенсаций, усложняет процедуру изъятия и делает её прозрачной.

https://www.gazeta.uz/ru/2022/06/30/land-acquisition/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 23:01:54,30,100,3,15
"Менее чем через пять дней завершится народное обсуждение поправок в Конституцию. «Газета.uz» для удобства читателей предлагает сравнительную таблицу с действующей и предлагаемой редакций — без комментариев. Изменения, предложенные конституционной комиссией и одобренные депутатами, выделены жирным.

https://www.gazeta.uz/ru/2022/06/30/construction/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 21:45:49,49,260,6,13
"Элитная недвижимость в Гонконге, предположительно связанная с Гульнарой Каримовой, могла быть перепродана за 68,4 млн долларов, пока она и её сообщники находились под стражей, сообщает канадская The Globe and Mail.

https://www.gazeta.uz/ru/2022/06/30/gulnara-karimova/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 18:11:34,51,34,0,82
"В конце июня в некоторых регионах были обновлены рекорды максимальной температуры воздуха для этого месяца. По данным Узгидромета, в ближайшие дни температура будет ниже. Дожди в июле маловероятны, кроме горных районов.

https://www.gazeta.uz/ru/2022/06/30/weather/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 18:02:34,68,6,3,7
"В Нью-Йорке пройдёт первое в истории Совещание высокого уровня ООН по безопасности дорожного движения. Несмотря на принимаемые меры, ситуация в этой сфере в мире ухудшается. Без повышения безопасности на дорогах устойчивое развитие невозможно, заявили в ЕЭК ООН.

https://www.gazeta.uz/ru/2022/06/30/road-unsafety/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 17:48:26,97,18,0,7
"За 2021 год «Узпромстройбанк» достиг весомых результатов в ведении клиентоориентированного бизнеса, подготовке к приватизации и повышении инвестиционной привлекательности (на правах рекламы).

https://www.gazeta.uz/ru/2022/06/30/psb-bank/",2022-06-30 17:04:24,49,26,2,5
"Фердинанд Маркос-младший, сын бывшего диктатора Филиппин, принял присягу в качестве президента страны. 64-летний Маркос-мл. в ходе предвыборной кампании отказался осудить злоупотребления своей семьи в прошлом.

https://www.gazeta.uz/ru/2022/06/30/philippines/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 16:21:32,29,156,8,2
"Суд вынес приговор в отношении участников октябрьского конфликта в Юнусабадском районе Ташкента с применением холодного оружия, а также организаторов притона в Ташкентской области.

https://www.gazeta.uz/ru/2022/06/30/court/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 15:10:29,97,19,0,16
"По факту смерти женщины в Самарканде, выпившей уксусную кислоту, возбуждено уголовное дело по статье о доведении до самоубийства. Сообщается, что свекровь над ней издевалась. Предыдущая невестка в этой семье повесилась.

https://www.gazeta.uz/ru/2022/06/30/case/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 14:55:07,25,45,314,7
"Снайперы из Узбекистана заняли второе место международного конкурса «Лучшая команда снайперов», который прошёл в Турции.

https://www.gazeta.uz/ru/2022/06/30/snipers/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 14:18:44,252,7,0,12
"Premium Concept организовал поездку в Испанию для дизайнеров. В ходе поездки они изучили продукцию компаний холдинга Porcelanosa Grupo (на правах рекламы).

https://www.gazeta.uz/ru/2022/06/30/premium-concept/",2022-06-30 13:04:21,59,23,0,4
"Лидеры стран НАТО на саммите в Мадриде признали Россию главной угрозой альянсу, политику Китая — вызовом его интересам и безопасности. Альянс продолжит поддерживать Украину и поможет в её восстановлении. США планируют увеличить военное присутствие в Европе.

https://www.gazeta.uz/ru/2022/06/30/nato/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 12:44:00,164,324,6,9
"Министр юстиции Русланбек Давлетов заявил, что подписанный президентом закон о процедурах изъятия земельных участков «положит конец проблемам, которые мучают народ уже несколько лет». Документ определяет виды компенсации при сносе и «страхует» от сноса 3 миллиона домов без документов.

https://www.gazeta.uz/ru/2022/06/30/compensation/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 11:55:01,173,20,2,23
"Директор Зангиатинской специализированной многопрофильной больницы инфекционных заболеваний №2 Дониёр Миразимов в интервью «Газете.uz» рассказал, чем текущая волна коронавируса отличается от предыдущих, при каких симптомах необходима госпитализация и имеет ли смысл возвращать масочный режим.

https://www.gazeta.uz/ru/2022/06/30/covid/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 11:27:29,94,31,5,3
"Summer Sale в PODIUM продолжается

Со скидками до 50% стали доступны новые коллекции люксовых брендов, в том числе и модные хиты лета. PODIUM Mirabad и PODIUM Broadway приглашают на шопинг по выгодным ценам сезона.

Адрес PODIUM Broadway: ул. Зарафшан, 17.
Телефон: (+998) 71-232-38-38.

Адрес PODIUM Mirabad: ул. Мирабад, 62, ЖК Mirabad Avenue, блок С.
Телефон: (+998) 78-122-01-12.

Facebook | Instagram | Сайт

На правах рекламы.",2022-06-30 11:01:23,19,7,2,16
"Президент наградил героиню проекта «Газеты.uz» «Узбекистанцы за рубежом» Шахло Ходжаеву медалью «Келажак бунёдкори». Она работает инженером по бизнес-аналитике в Amazon.

https://www.gazeta.uz/ru/2022/06/30/kelajak-bunyodkori/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-30 10:56:17,232,34,0,9
"1−3 июля в GOODZONE пройдет акция. В честь дня рождения сети магазинов во всех филиалах будут действовать скидки до 40% на весь ассортимент (на правах рекламы).

https://www.gazeta.uz/ru/2022/06/30/goodzone/",2022-06-30 09:03:11,58,6,0,8
"Акционеры банка «Савдогар» одобрили изменение названия на «Гарант банк». Это произошло спустя несколько месяцев после смены владельца банка.

https://www.gazeta.uz/ru/2022/06/29/garant-bank/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 19:54:40,61,28,0,34
"Что говорят выпускники о Webster University in Tashkent

«В Webster я поступила на вторую степень магистра. Учеба оказалась довольно сложной, что свидетельствует об уровне и качестве учебной программы. Я не могу переоценить важность MA EDIN для себя — это одна из лучших инвестиций, которые я сделала.

Курсы носят всеобъемлющий характер, а материал представлен практичным образом. Преподавательский состав имеет высокую квалификацию и большой опыт. Курс проводится в инновационной, творческой и практической форме», — Шахиста Рахимова, выпускница MA EDIN 2022.

Подробности о программе магистратуры

Реклама.",2022-06-29 19:00:26,72,43,0,6
"Несколько дней в Ташкенте наблюдаются перебои с электричеством. В некоторых районах света нет часами, местами не работают светофоры и снижается давление воды. Ташкентское предприятие электросетей объяснило это аномальной жарой и модернизацией сетей в рамках подготовки к зимнему сезону.

https://www.gazeta.uz/ru/2022/06/29/electricity/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 18:20:16,32,281,1,21
"В пещере Хатак Сурхандарьинской области археологи обнаружили жилище неандертальцев, датируемое приблизительно 100−40 тысячами лет до нашей эры. Раскопки в пещере, обнаруженной в 2021 году, ведутся с этого месяца.

https://www.gazeta.uz/ru/2022/06/29/neandertal/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 18:05:48,165,11,2,16
"Гарантированные подарки при покупке iPhone 13 в Credit Asia

До 21 июля в сети магазинов Credit Asia при покупке iPhone 13 можно получить в подарок адаптер, защитное стекло и чехол к телефону.

В акции участвуют iPhone 13 со встроенной памятью 128 и 256 Гб в популярных цветах Blue, Pink, Starlight, Green и Midnight

Приобрести смартфон можно в рассрочку всего от 1 136 566 сумов в месяц.

Акция действует с 21 июня по 21 июля или до полной раздачи подарочных наборов.

Подробнее об акции можно прочитать на сайте Credit Asia.

Реклама.",2022-06-29 17:04:49,35,85,0,0
"Глава Сената Танзила Нарбаева, отвечая на вопрос «Америка овози» об отсутствии реальной оппозиции в Узбекистане, заявила, что оппозиция есть и указала на критику властей в интернете. «Сам народ тоже может быть оппозицией», — отметила она.

https://www.gazeta.uz/ru/2022/06/29/opposition/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 16:54:17,50,334,0,27
"«Газета.uz» начинает серию видеоинтервью с молодыми художниками, которые нашли свой узнаваемый стиль и успешно выставляются в Узбекистане и за рубежом.

Героиня первого выпуска — Лазиза Тулаганова, выпускница Республиканского художественного колледжа имени Бенькова и Национального института художеств и дизайна имени К. Бехзода. На её счёту персональные выставки в Ташкенте и Москве. 

Мы поговорили с Лазизой о роли образования, конкуренции и планах на будущее.

https://www.youtube.com/watch?v=2l2RbLlc23E

➖ @gazetauz ➖",2022-06-29 16:41:18,92,2,0,6
"90% заболевших ковидом в последнее время — непривитые люди. В СЭС заявили, что масочный режим пока не вводится, но «для здоровья и безопасности» маски рекомендуются. На совещаниях у президента чиновники снова присутствуют в масках.

https://www.gazeta.uz/ru/2022/06/29/masks/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 16:33:25,65,155,0,21
"Президент поручил увеличить степень переработки пряжи в готовые изделия, чтобы получать дополнительно 9 млрд долларов дохода в год. Он поставил задачу привлечь в текстильную отрасль 50 иностранных брендов и анонсировал новые субсидии и льготы для экспортёров.

https://www.gazeta.uz/ru/2022/06/29/textile-development/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 16:12:52,69,40,0,6
"33-летний житель Нарынского района Наманганской области был найден повешенным в своём доме. Сообщается, что он мог совершить самоубийство из-за споров в семье по поводу проигрышей в азартных онлайн-играх.

https://www.gazeta.uz/ru/2022/06/29/narin/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 15:36:05,29,80,0,16
"С 10 вечера 29 июня до полудня 30 июня в некоторых частях Сергелийского района Ташкента будет приостановлена подача холодной воды из-за переноса труб в связи со строительством надземного метро. В Янгихаётском районе давление будет снижено. Список махаллей.

https://www.gazeta.uz/ru/2022/06/29/water/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 15:18:48,31,72,0,14
"Шавкат Мирзиёев поздравил председателя Халк Маслахаты Милли Генгеша Туркменистана Гурбангулы Бердымухамедова с 65-летием. В ходе беседы обсуждалась подготовка к визиту президента Сердара Бердымухамедова в Узбекистан.

https://www.gazeta.uz/ru/2022/06/29/tm/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 15:07:29,51,149,1,25
"Повышение тарифов на электроэнергию и газ с 1 июля не произойдёт, потому что в правительстве пока изучают предложения, полученные от граждан по изменению тарифов и введению социальной нормы.

https://www.gazeta.uz/ru/2022/06/29/tariffs/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 14:30:12,349,1,0,42
"В Узбекистане началась подготовка к проведению референдума по поправкам в Конституцию. По данным ЦИК, кандидаты в члены комиссий пройдут обучение по двухдневной программе в июле-августе.

https://www.gazeta.uz/ru/2022/06/29/referendum/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 13:47:54,231,188,0,16
"Госдепартамент США ввёл ограничения в отношении компании Promcomplektlogistic из Узбекистана за нарушение санкционного режима, введённого против российских предприятий. Она наряду с компаниями из других стран вошла в «чёрный список» по подозрению «в поддержке военно-промышленного комплекса России».

https://www.gazeta.uz/ru/2022/06/29/sanctions/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 12:40:06,239,206,0,36
"Более 400 дроф-красоток выпустили в дикую природу на Устюрте. Перелётная птица занесена в Красную книгу. В 2017—2021 годах в Каракалпакстане было выпущено почти 9500 экземпляров этой птицы.

https://www.gazeta.uz/ru/2022/06/29/chlamydotis-undulata/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 11:40:53,203,1,0,6
"На 74-м году жизни скончался известный литературовед, доктор филологических наук, профессор Ибрагим Хаккул.

https://www.gazeta.uz/ru/2022/06/29/haqqul/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 11:24:40,16,11,0,42
"В Glamour начался Glamour Sale

В бутике Glamour действуют скидки до 50% на коллекции мировых люксовых брендов сезона SS/22.

Телефон: (+998) 71-233-33-00.
Адрес: ул. Нукус, 6.

Facebook | Instagram | Сайт

На правах рекламы.",2022-06-29 11:01:30,20,32,0,4
"Суд в Бишкеке оправдал бывшего президента Кыргызстана Алмазбека Атамбаева по уголовному делу о массовых беспорядках в октябре 2020 года.

https://www.gazeta.uz/ru/2022/06/29/atambaev/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 10:52:51,133,5,0,18
"Автопутешествия по Узбекистану: куда отправиться, на чём ехать и к чему готовиться

Путешественник Тимур Нуманов рассказал «Газете.uz», как правильно подготовиться к автопутешествию по Узбекистану. Его советы помогут избежать основных ошибок, от которых может зависеть комфорт и безопасность во время путешествий на авто.

https://www.gazeta.uz/ru/2022/06/29/trip/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 09:40:53,88,1,0,10
"Заместитель генсека ООН и президент Украины призвали расследовать удар по ТРЦ в Кременчуге 27 июня, где минимум 18 человек убиты и 59 ранены, а также удары с воздуха по Чернигову, Одессе, Николаеву, Харькову и другим украинским городам. Представитель России заявил, что удар по ТРЦ не наносился.

https://www.gazeta.uz/ru/2022/06/29/un-security-council/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 08:21:23,201,103,0,26
"С 1 июля отменяются повышенные ставки налога на имущество и земельного налога на пустующие и неиспользуемые здания, а также упрощается администрирование НДС. До марта 2023 года отражение информации в E-aktiv станет добровольным.

https://www.gazeta.uz/ru/2022/06/29/tax/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-29 00:00:45,139,5,0,9
"Уточнение по пересмотру сроков техосмотра легковых авто: новый порядок вступает в силу с 1 сентября, а не с 1 июля. Он не распространяется на транспортные средства, используемые для коммерческой перевозки пассажиров.

https://www.gazeta.uz/ru/2022/06/28/cars/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 23:37:46,85,30,0,22
"Хива объявлена столицей туризма исламского мира 2024 года на XI сессии Организации исламского сотрудничества в Баку. В городе пройдут заседание министров туризма 57 стран-членов ОИС, конференции, выставки и другие события.

https://www.gazeta.uz/ru/2022/06/28/khiva/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 23:04:07,185,19,0,10
"Первый Форум омбудсманов стран Центральной Азии состоялся в столице. По его итогам была принята Ташкентская декларация по правам человека.

https://www.gazeta.uz/ru/2022/06/28/forum/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 22:17:32,85,19,0,5
"Минэнерго создаёт свободный рынок в энергетической системе, чтобы сократить предоставление госгарантий и привлечь частных инвесторов, которые будут брать на себя риски и строить электростанции, сообщил замглавы проектного офиса Минэнерго.

https://www.gazeta.uz/ru/2022/06/28/energy/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 21:13:15,48,181,0,15
"Для внедрения новой системы повышения урожайности хлопка при президенте создаётся Совет по хлопководству. Его возглавит министр инновационного развития.

https://www.gazeta.uz/ru/2022/06/28/cotton-council/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 19:13:02,36,122,0,16
"С 1 июля тонировка задних боковых стёкол автомобилей станет бесплатной. Затемнение передних боковых стёкол подешевеет до 8 БРВ.

https://www.gazeta.uz/ru/2022/06/28/car-window-tinting/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 18:29:47,326,81,0,19
"⚡️С 1 сентября отменяется техосмотр легковых автомобилей, с даты выпуска которых прошло не более 10 лет. Постановление об этом подписал президент. «Это только начало», — сказал он. Будут отменены все устаревшие ограничения.

https://www.gazeta.uz/ru/2022/06/28/to/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 18:26:44,270,48,0,14
"Шавкат Мирзиёев сообщил, что подписал постановление о тонировке стёкол автомобилей, которое «поднимет настроение водителям и пассажирам». «Каждая реформа, предложение и инициатива — в первую очередь ради достоинства человека», — сказал он.

https://www.gazeta.uz/ru/2022/06/28/doc/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 18:11:00,166,187,0,27
"Глава ТПП Даврон Вахабов одновременно возглавит Ташкентский институт текстильной и лёгкой промышленности. Студенты 3-го и 4-го курсов вуза будут три дня в неделю проходить практические занятия в Узбекско-корейском текстильном технопарке.

https://www.gazeta.uz/ru/2022/06/28/textile/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 17:50:06,47,44,0,16
"Наманганский производитель автомобильных фар UzChasys, структурное подразделение АО «Узавтосаноат», начал поставку фар для автомобилей Peugeot Partner в адрес компании Stellantis (Франция). 

Таким образом компания расширила географию поставок своей продукции теперь и Францией. Первая партия фар уже была отправлена во Францию 23 июня.

Подробности по ссылке.

Facebook | Instagram | Web | YouTube

На правах рекламы.",2022-06-28 17:00:04,139,25,0,6
"Замглавы Госкомэкологии Исломбек Бокижонов посетил саксауловый лес «Победителя пустыни» Номоза Джумаева в Сурхандарье. Комитет намерен принять меры для сохранения территории, в том числе внести предложение о присвоении лесу статуса государственного памятника природы или природного парка.

https://www.gazeta.uz/ru/2022/06/28/saxaul-forest/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 16:46:52,236,8,0,4
"Экоинспекция оштрафовала жителя Чиназского района Ташкентской области, поджёгшего остатки растительности на пшеничном поле, чтобы вновь засеять его. Видео огня и клубов дыма распространилось в соцсетях.

https://www.gazeta.uz/ru/2022/06/28/fine/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 16:35:30,101,14,0,9
"Более 20 тысяч сельских жителей Приаралья получили доступ к питьевой воде и электричеству благодаря совместной программе ПРООН и ЮНФПА, поддержанной Японией. Женщины и молодёжь с помощью программы смогли наладить бизнес и создать рабочие места.

https://www.gazeta.uz/ru/2022/06/28/aral-sea-area/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 15:09:18,142,13,0,9
"В управлении народного образования Наманганской области закупили спортинвентарь по ценам, завышенным на 537 млн сумов. Возбуждены уголовные дела.

https://www.gazeta.uz/ru/2022/06/28/namangan/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 14:48:35,120,30,0,16
"Солнцезащитная одежда, головной убор и очки от солнца помогают сохранить кожу и глаза от опасного ультрафиолетового излучения. Агентства ООН запустили приложение SunSmart Global UV, показывающее часы дня, когда нужна защита от солнечных лучей.

https://www.gazeta.uz/ru/2022/06/28/uv/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 14:12:23,114,12,0,7
"Asia Alliance Bank развивается в направлении облачного хранения данных. С 2016 года банк активно внедряет инновационные решения от SWIFT для защиты средств и данных клиентов (на правах рекламы).

https://www.gazeta.uz/ru/2022/06/28/asia-alliance-bank/",2022-06-28 13:04:16,46,14,0,10
"29-летняя жительница Самарканда умерла после отравления уксусной кислотой. В соцсетях пишут, что она совершила самоубийство. Генпрокуратура взяла под контроль проведение доследственной проверки.

https://www.gazeta.uz/ru/2022/06/28/death/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 13:03:50,17,67,0,26
"Большое интервью посла США: об отношениях, реформах, Конституции, свободе слова, опасности отката назад и другом

Посол США Дэниел Розенблюм в большом интервью «Газете.uz» рассказал о приоритетах американской внешней политики в Узбекистане, успехах и неудачах реформ, связи между свободой слова и развитием страны. Он также поделился мыслями о реформе Конституции, отметив важность ограничения власти государства.

https://www.gazeta.uz/ru/2022/06/28/daniel-rosenblum/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 11:13:24,169,253,0,12
"Российский «Совкомбанк» аннулирует сделку по покупке у Узбекистана «Узагроэкспортбанка». Причина — санкции.

https://www.gazeta.uz/ru/2022/06/28/sovkombank/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-28 10:50:17,128,27,0,15
"Шавкат Мирзиёев, поздравляя работников печати и СМИ, заявил, что «в правовом демократическом государстве, которое мы строим, свобода слова и печати всегда будет находиться под защитой Конституции, законов и Президента».

«Воспрепятствование свободному осуществлению законной деятельности работников СМИ должно расцениваться как противодействие нашим демократическим реформам, нанесение ущерба авторитету страны», — подчеркнул он.

➖ @gazetauz ➖",2022-06-28 09:38:45,225,54,0,75
"Agrobank дарит подарки за денежные переводы

С 10 июня по 25 декабря совершивший денежный перевод из-за рубежа, может выиграть один из ценных призов:

– 35 смартфонов iPhone 13;
– автомобиль Chevrolet Nexia 3;
– электромобиль Volkswagen e-Bora.

Для участия в акции нужно ежемесячно и единовременно отправлять не менее 2 млн сумов на сумовые пластиковые карты Agrobank.

Победителей определят в два этапа с использованием генератора случайных чисел.

Ознакомиться с офертой можно по ссылке.

Telegram | Instagram
Facebook | YouTube

Реклама.",2022-06-28 09:00:29,68,21,0,3
"За ненадлежащий уход за саженцами деревьев 109 должностных лиц оштрафованы на 311 млн сумов. К уходу за саженцами планируют привлекать безработных и тех, кто включён в «железную тетрадь».

https://www.gazeta.uz/ru/2022/06/27/yashil-makon/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-06-27 23:07:24,228,61,0,24
