text,clean_text,sentiment
"Urganch aeroporti tuz tufayli yaroqsiz holga kelgan va rekonstruksiya qilinmaydi, Shuning uchun yangi havo portini qurish rejalashtirilgan, dedi Uzbekistan Airports rahbari Rano Jurayeva. Buxoroda aerodromni rekonstruksiya qilish va terminal qurilishi talab etiladi.",urganch aeroporti tuz tufayli yaroqsiz holga kelgan va rekonstruksiya qilinmaydi shuning uchun yangi havo portini qurish rejalashtirilgan dedi uzbekistan airports rahbari rano jurayeva buxoroda aerodromni rekonstruksiya qilish va terminal qurilishi talab etiladi,0
"Yozyavan qumlari qishloq xo'jaligi faoliyati uchun parchalanishda davom etmoqda. Nima uchun uni to'xtatish muhim?  

Farg'ona vodiysidagi bir vaqtlar noyob flora va faunaga ega bo'lgan yagona qumli massiv bo'lgan Yozyavan va Mingubalak qumlari yerlari har yili qishloq xo'jaligi faoliyati uchun o'zlashtirilmoqda. O'zbekiston fanlar Akademiyasi olimlari guruhi ""Газете.uz, ekotizimni qanday saqlash mumkin.

Video – 

Maqola –",yozyavan qumlari qishloq xojaligi faoliyati uchun parchalanishda davom etmoqda nima uchun uni toxtatish muhim fargona vodiysidagi bir vaqtlar noyob flora va faunaga ega bolgan yagona qumli massiv bolgan yozyavan va mingubalak qumlari yerlari har yili qishloq xojaligi faoliyati uchun ozlashtirilmoqda ozbekiston fanlar akademiyasi olimlari guruhi uz ekotizimni qanday saqlash mumkin video maqola,0
"Prezidentni tanqid qilgandan so'ng, hokim yordamchilari uchun yaxlitlik va korrupsiyaga qarshi kurashish bo'yicha maxsus kurslar tashkil etildi. Seminarlarda korruptsiyaga qarshi qoidalar, korruptsiyaning oldini olish mexanizmlari va boshqalar tahlil qilinadi.",prezidentni tanqid qilgandan song hokim yordamchilari uchun yaxlitlik va korrupsiyaga qarshi kurashish boyicha maxsus kurslar tashkil etildi seminarlarda korruptsiyaga qarshi qoidalar korruptsiyaning oldini olish mexanizmlari va boshqalar tahlil qilinadi,0
"Sirdaryoning Bayaut tumani qishloq xo'jaligi bo'limi xodimi ishda osilgan holda topilgan. Xabarlarga ko'ra, u qimor o'yinida yutqazgani uchun o'z joniga qasd qilgan bo'lishi mumkin.",sirdaryoning bayaut tumani qishloq xojaligi bolimi xodimi ishda osilgan holda topilgan xabarlarga kora u qimor oyinida yutqazgani uchun oz joniga qasd qilgan bolishi mumkin,1
23 iyun kuni soat 7:00 dan 20:00 gacha Toshkentning Mirzo Ulug'bek va Yashnobod tumanlarining ayrim qismlarida elektr uzatish liniyalarining yangi tayanchlari o'rnatilishi munosabati bilan elektr energiyasi vaqtincha uziladi.,iyun kuni soat dan gacha toshkentning mirzo ulugbek va yashnobod tumanlarining ayrim qismlarida elektr uzatish liniyalarining yangi tayanchlari ornatilishi munosabati bilan elektr energiyasi vaqtincha uziladi,0
"Tupalang suv omboridan suv oqimining keskin o'sishi bosim quvuridagi vaqt qopqog'ining shikastlanishi natijasida yuzaga keldi. Oqish to'xtatildi, bu to'g'onning holatiga ta'sir qilmaydi, aholi uchun hech qanday tahdid yo'q, dedi ""O'zbekgidroenergo"".",tupalang suv omboridan suv oqimining keskin osishi bosim quvuridagi vaqt qopqogining shikastlanishi natijasida yuzaga keldi oqish toxtatildi bu togonning holatiga tasir qilmaydi aholi uchun hech qanday tahdid yoq dedi ozbekgidroenergo,0
"22 iyun kuni ertalab Toshkentning Mirobod tumanida EVOS tez ovqatlanish restorani binosi yonib ketdi. Taxminan 40 daqiqadan so'ng olov o'chirildi. Jabrlanganlar yoki o'lganlar haqida hech qanday ma'lumot yo'q, deya qayd etdi favqulodda vaziyatlar vazirligi.",iyun kuni ertalab toshkentning mirobod tumanida evos tez ovqatlanish restorani binosi yonib ketdi taxminan daqiqadan song olov ochirildi jabrlanganlar yoki olganlar haqida hech qanday malumot yoq deya qayd etdi favqulodda vaziyatlar vazirligi,0
InterContinental Hotels & Resorts 10 yildan so'ng Toshkentga qaytishini e'lon qildi. Brendning yangi mehmonxonasi poytaxt markazidagi Trilliant Business parkda joylashgan.,intercontinental hotels resorts yildan song toshkentga qaytishini elon qildi brendning yangi mehmonxonasi poytaxt markazidagi trilliant business parkda joylashgan,1
"22-iyunga o'tar kechasi Afg'onistonda sodir bo'lgan 6,1 magnitudali zilzila kamida 250 kishining hayotiga Zomin bo'ldi, 150 ga yaqin kishi yaralandi. O'zbekistonda silkinishlarning aks — sadolari 2-3 ball kuchida sezildi.",iyunga otar kechasi afgonistonda sodir bolgan magnitudali zilzila kamida kishining hayotiga zomin boldi ga yaqin kishi yaralandi ozbekistonda silkinishlarning aks sadolari ball kuchida sezildi,0
"O'zbekistonning JSTga kirishi bo'yicha beshinchi majlisda ishchi guruh mamlakat tashqi savdo rejimi to'g'risidagi hujjatlarni, shu jumladan respublikaning iqtisodiy siyosati, davlat aktivlarini xususiylashtirish chora-tadbirlari va bojxona-tarif siyosati to'g'risidagi faktik xulosa va ma'lumotlarni muhokama qilishni boshladi. O'zbekistonning JSTga kirishi bo'yicha guruh oxirgi marta ikki yil oldin yig'ilgan edi.",ozbekistonning jstga kirishi boyicha beshinchi majlisda ishchi guruh mamlakat tashqi savdo rejimi togrisidagi hujjatlarni shu jumladan respublikaning iqtisodiy siyosati davlat aktivlarini xususiylashtirish chora tadbirlari va bojxona tarif siyosati togrisidagi faktik xulosa va malumotlarni muhokama qilishni boshladi ozbekistonning jstga kirishi boyicha guruh oxirgi marta ikki yil oldin yigilgan edi,1
"Uylar yuqoriroq-narxlar pastroq

Namuna Development kompaniyasi NUR yaxshi qo'shnichilik kvartalining b blokida kvartiralar sotilishini boshlaganini e'lon qildi.

Endi chuqurning bosqichida kichik kvadratura bilan kvartira sotib olish mumkin.

Faqat dastlabki 10 ta omadli kishi arzon narxlarda premium kvartiralarning egasi bo'lishi mumkin.

LCD NUR-bu Namuna Development pilot loyihasi. Kompaniya allaqachon o'zini sifat, qulaylik va innovatsiyalarga pul tikadigan ishlab chiquvchi sifatida ko'rsatishga muvaffaq bo'ldi.

Qo'ng'iroq markazi: (+998) 78-777-00-77.
Savdo ofisining manzili: Lashkarbegi ko'chasi, 1.

Reklama.",uylar yuqoriroq narxlar pastroq namuna development kompaniyasi nur yaxshi qoshnichilik kvartalining b blokida kvartiralar sotilishini boshlaganini elon qildi endi chuqurning bosqichida kichik kvadratura bilan kvartira sotib olish mumkin faqat dastlabki ta omadli kishi arzon narxlarda premium kvartiralarning egasi bolishi mumkin lcd nur bu namuna development pilot loyihasi kompaniya allaqachon ozini sifat qulaylik va innovatsiyalarga pul tikadigan ishlab chiquvchi sifatida korsatishga muvaffaq boldi qongiroq markazi savdo ofisining manzili lashkarbegi kochasi reklama,0
"""O'zbekgidroenergo"" kompaniyasi Tupalang suv omborida Tupalang GESni modernizatsiya qilish loyihasi amalga oshirilayotgani haqida bayonot berdi. 

""Bosim trubkasidagi sinov ishlari davomida suv oqimi sekundiga 40 kubometrga oshdi (120 dan 160 gacha-Ed.). To'g'on bilan bog'liq muammolar yo'q. Xavotirlanish uchun hech qanday sabab yo'q! ""O'zbekgidroenergo ""da qayd etilganidek, bu nosozlik butunlay bartaraf etildi.",ozbekgidroenergo kompaniyasi tupalang suv omborida tupalang gesni modernizatsiya qilish loyihasi amalga oshirilayotgani haqida bayonot berdi bosim trubkasidagi sinov ishlari davomida suv oqimi sekundiga kubometrga oshdi dan gacha ed togon bilan bogliq muammolar yoq xavotirlanish uchun hech qanday sabab yoq ozbekgidroenergo da qayd etilganidek bu nosozlik butunlay bartaraf etildi,0
"22 iyun kuni ertalab Surxondaryodagi Tupalang suv omborida suv darajasi keskin oshdi. Ko'rsatilgan videolarda qo'shni hudud qanday suv ostida qolgani ko'rsatilgan. Hudud atrofida vertolyotlar aylanmoqda. Favqulodda vaziyatlar vazirligi suv omborining yaxlitligi buzilmaganligini xabar qildi.

Yangiliklar to'ldirilmoqda.",iyun kuni ertalab surxondaryodagi tupalang suv omborida suv darajasi keskin oshdi korsatilgan videolarda qoshni hudud qanday suv ostida qolgani korsatilgan hudud atrofida vertolyotlar aylanmoqda favqulodda vaziyatlar vazirligi suv omborining yaxlitligi buzilmaganligini xabar qildi yangiliklar toldirilmoqda,1
"O'zbekiston va Ozarbayjon prezidentlari strategik sheriklikni chuqurlashtirish va mamlakatlar o'rtasida har tomonlama hamkorlikni rivojlantirish to'g'risidagi deklaratsiyani imzoladilar. Hukumatlar, vazirliklar va idoralar o'rtasida ham 18 ta hujjat imzolangan.",ozbekiston va ozarbayjon prezidentlari strategik sheriklikni chuqurlashtirish va mamlakatlar ortasida har tomonlama hamkorlikni rivojlantirish togrisidagi deklaratsiyani imzoladilar hukumatlar vazirliklar va idoralar ortasida ham ta hujjat imzolangan,1
"Yil davomida ushbu davrda qabul qilingan qonun hujjatlarining 30 foiziga, shu jumladan biznes bilan bog'liq hujjatlarning 80 foiziga o'zgartirishlar kiritildi. Bu qonunchilikning barqarorligiga salbiy ta'sir qiladi, ""odamlar va biznes dalillarga asoslangan qonunchilikni talab qiladi"", dedi Adliya vaziri.",yil davomida ushbu davrda qabul qilingan qonun hujjatlarining foiziga shu jumladan biznes bilan bogliq hujjatlarning foiziga ozgartirishlar kiritildi bu qonunchilikning barqarorligiga salbiy tasir qiladi odamlar va biznes dalillarga asoslangan qonunchilikni talab qiladi dedi adliya vaziri,1
"Toshkentda joriy oy boshidan 22 mm yomg'ir yog'di, oylik normasi 17 mm, ya'ni oylik normaning taxminan 130%. 20 iyun kuni poytaxtda bo'lib o'tgan ikkita kuchli yomg'ir paytida shahar markazida yog'ingarchilik 15 mm, xalqaro aeroport hududida esa 21 mm.",toshkentda joriy oy boshidan mm yomgir yogdi oylik normasi mm yani oylik normaning taxminan iyun kuni poytaxtda bolib otgan ikkita kuchli yomgir paytida shahar markazida yogingarchilik mm xalqaro aeroport hududida esa mm,1
BMT taraqqiyot dasturi va Senat tomonidan 21 iyun kuni boshlangan O'zbekiston ayol yetakchilari muloqotining maqsadi ayollarning huquq va imkoniyatlarini kengaytirishga ko'maklashishdir. Muloqot mamlakatdagi gender tengligi muammolarini hal qilish uchun 14 mintaqadagi turli sohalardagi 180 dan ortiq ayollarni birlashtirishga qaratilgan.,bmt taraqqiyot dasturi va senat tomonidan iyun kuni boshlangan ozbekiston ayol yetakchilari muloqotining maqsadi ayollarning huquq va imkoniyatlarini kengaytirishga komaklashishdir muloqot mamlakatdagi gender tengligi muammolarini hal qilish uchun mintaqadagi turli sohalardagi dan ortiq ayollarni birlashtirishga qaratilgan,1
"Deputat Rasul Kusherbayev O'zbekiston mahalliy va xorijiy kompaniyalardan yoqilg'i sotib oladigan gaz narxlarini e'lon qildi. U xorijiy korxonalarning yuqori narxlaridan noroziligini bildirdi va bu holat ""vatandan ko'ra ko'proq pul sevadigan ba'zi amaldorlarning harakatlari""bilan bog'liq deb hisoblaydi.",deputat rasul kusherbayev ozbekiston mahalliy va xorijiy kompaniyalardan yoqilgi sotib oladigan gaz narxlarini elon qildi u xorijiy korxonalarning yuqori narxlaridan noroziligini bildirdi va bu holat vatandan kora koproq pul sevadigan bazi amaldorlarning harakatlaribilan bogliq deb hisoblaydi,1
70 yoshida O'zbekistonda xizmat ko'rsatgan jurnalist Ahmadjon Toshxo'jayev vafot etdi.,yoshida ozbekistonda xizmat korsatgan jurnalist ahmadjon toshxojayev vafot etdi,1
Samarqand va Toshkentda viza olishga va AQShga 40 ming dollarga yuborishga va'da bergan ikki ayol hibsga olingan. Bu so'nggi oylarda birinchi marta emas.,samarqand va toshkentda viza olishga va aqshga ming dollarga yuborishga vada bergan ikki ayol hibsga olingan bu songgi oylarda birinchi marta emas,1
Anvar Normamatov Surxondaryo viloyati Qumqo'rg'on tumani hokimi etib tasdiqlandi. U bu lavozimda Rahmatullo Gapparovni almashtirdi. Viloyat rahbariyati tumanni past ijtimoiy-iqtisodiy ko'rsatkichlari uchun tanqid qildi.,anvar normamatov surxondaryo viloyati qumqorgon tumani hokimi etib tasdiqlandi u bu lavozimda rahmatullo gapparovni almashtirdi viloyat rahbariyati tumanni past ijtimoiy iqtisodiy korsatkichlari uchun tanqid qildi,0
"O'zbekistonda uzgastrade kompaniyasi tashkil etilib, u tabiiy gazni markazlashtirilgan tartibda sotib olish va sotish bo'yicha hamda yagona eksportchi vazifasini bajaradi. Endi bu bilan ""O'ztransgaz""kompaniyasi shug'ullanadi. UzGasTrade ustav kapitali davlat byudjetidan subsidiyalar hisobidan shakllantiriladi.",ozbekistonda uzgastrade kompaniyasi tashkil etilib u tabiiy gazni markazlashtirilgan tartibda sotib olish va sotish boyicha hamda yagona eksportchi vazifasini bajaradi endi bu bilan oztransgazkompaniyasi shugullanadi uzgastrade ustav kapitali davlat byudjetidan subsidiyalar hisobidan shakllantiriladi,0
"Ozarbayjon Prezidentining O'zbekistonga davlat tashrifi Haydar Aliyev sharafiga ko'cha va bog'ning ochilish marosimi bilan boshlandi, unda Shavkat Mirziyoyev va Ilhom Aliyev ishtirok etdilar.

Video: O'zbekiston prezidenti matbuot xizmati",ozarbayjon prezidentining ozbekistonga davlat tashrifi haydar aliyev sharafiga kocha va bogning ochilish marosimi bilan boshlandi unda shavkat mirziyoyev va ilhom aliyev ishtirok etdilar video ozbekiston prezidenti matbuot xizmati,1
"May oyida O'zbekistonning xalqaro zaxiralari qariyb 500 million dollarga kamaydi — 35,4 milliard dollargacha. Qimmatbaho metallarning jismoniy hajmi oshgan bo'lsa-da, chet el valyutasida ham, oltinda ham zaxiralar kamaydi.",may oyida ozbekistonning xalqaro zaxiralari qariyb million dollarga kamaydi milliard dollargacha qimmatbaho metallarning jismoniy hajmi oshgan bolsa da chet el valyutasida ham oltinda ham zaxiralar kamaydi,1
"Prezident Shavkat Mirziyoyev dzyudoni rivojlantirish to'g'risidagi qarorni imzoladi: ushbu sport turi akademiyasi tashkil etiladi, Bo'stonliqda o'quv-mashq bazasi quriladi, bolalar bog'chalarida, maktablarda va oliy o'quv yurtlarida sport to'garaklari ochiladi. Dzyudo bo'yicha kattalar o'rtasidagi jahon chempionati oktyabr oyida Toshkentda bo'lib o'tadi.",prezident shavkat mirziyoyev dzyudoni rivojlantirish togrisidagi qarorni imzoladi ushbu sport turi akademiyasi tashkil etiladi bostonliqda oquv mashq bazasi quriladi bolalar bogchalarida maktablarda va oliy oquv yurtlarida sport togaraklari ochiladi dzyudo boyicha kattalar ortasidagi jahon chempionati oktyabr oyida toshkentda bolib otadi,1
"Metropolitan Central Park tatar va boshqird xalqlarining eng quvnoq va sevimli bayrami bo'lgan Sabantuyni nishonladi. Olti soatlik dasturda folklor ansambllari va mashhur ijrochilarning kontsertlari, amaliy san'at va milliy liboslar ko'rgazmalari, sport va o'yinlar namoyish etildi.",metropolitan central park tatar va boshqird xalqlarining eng quvnoq va sevimli bayrami bolgan sabantuyni nishonladi olti soatlik dasturda folklor ansambllari va mashhur ijrochilarning kontsertlari amaliy sanat va milliy liboslar korgazmalari sport va oyinlar namoyish etildi,1
"The UNICEF O'zbekistonda ayollar va bolalarga nisbatan zo'ravonlik holatlari odatiy hol bo'lib tuyulganidan xavotirda: ba'zi hodisalar, shu jumladan chaqaloqlar bilan bog'liq holatlar ommaviy ravishda va kuzatuvchilar ishtirokida sodir bo'ladi. Tashkilot ijtimoiy ishchilar institutini tashkil etish zarurligini ta'kidladi.",the unicef ozbekistonda ayollar va bolalarga nisbatan zoravonlik holatlari odatiy hol bolib tuyulganidan xavotirda bazi hodisalar shu jumladan chaqaloqlar bilan bogliq holatlar ommaviy ravishda va kuzatuvchilar ishtirokida sodir boladi tashkilot ijtimoiy ishchilar institutini tashkil etish zarurligini takidladi,1
"Litva Yevropa Ittifoqining Rossiya federatsiyasiga qarshi sanksiyalari tufayli Kaliningrad va Rossiyaning asosiy qismi o'rtasidagi temir yo'l orqali yuk tranzitini chekladi. Rossiya TIVning ta'kidlashicha, agar yaqin kelajakda tranzit tiklanmasa, Rossiya federatsiyasi""o'z milliy manfaatlarini himoya qilish uchun harakat qilish huquqini o'zida saqlab qoladi"".",litva yevropa ittifoqining rossiya federatsiyasiga qarshi sanksiyalari tufayli kaliningrad va rossiyaning asosiy qismi ortasidagi temir yol orqali yuk tranzitini chekladi rossiya tivning takidlashicha agar yaqin kelajakda tranzit tiklanmasa rossiya federatsiyasioz milliy manfaatlarini himoya qilish uchun harakat qilish huquqini ozida saqlab qoladi,1
"Rossiyalik jurnalist Dmitriy Muratov tomonidan olingan tinchlik mukofotining Nobel medali Nyu-Yorkdagi kim oshdi savdosida 103,5 million dollarga sotildi. Rossiya Ukrainaga bostirib kirgandan so'ng, Muratov medalni sotishga va tushgan mablag'ni ukrainalik qochqinlarga yordam berishga yuborishga qaror qildi.",rossiyalik jurnalist dmitriy muratov tomonidan olingan tinchlik mukofotining nobel medali nyu yorkdagi kim oshdi savdosida million dollarga sotildi rossiya ukrainaga bostirib kirgandan song muratov medalni sotishga va tushgan mablagni ukrainalik qochqinlarga yordam berishga yuborishga qaror qildi,1
"Andijonda ikki bolani o'ldirishda gumon qilinib, onasining amakivachchasi hibsga olingan. Uning so'zlariga ko'ra, uning oilasi qarindoshi tufayli tarqalib ketgan va u uyini tark etishdan bosh tortgan.",andijonda ikki bolani oldirishda gumon qilinib onasining amakivachchasi hibsga olingan uning sozlariga kora uning oilasi qarindoshi tufayli tarqalib ketgan va u uyini tark etishdan bosh tortgan,0
"Qirg'iziston chegarasidagi ikkita tunnel orqali pul va tovarlarni kontrabanda qilish bilan shug'ullanuvchi guruh a'zolari 6 yildan 8 yilgacha ozodlikdan mahrum etildi. GBS Qirg'izistonga tunnellar haqida xabar berganini, shundan so'ng ular qo'shni mamlakatda fosh etilganini ma'lum qildi.",qirgiziston chegarasidagi ikkita tunnel orqali pul va tovarlarni kontrabanda qilish bilan shugullanuvchi guruh azolari yildan yilgacha ozodlikdan mahrum etildi gbs qirgizistonga tunnellar haqida xabar berganini shundan song ular qoshni mamlakatda fosh etilganini malum qildi,1
"JSST ma'lumotlariga ko'ra, ruhiy salomatlik birlamchi tibbiy yordamning bir qismi bo'lishi kerak. Maktab o'quvchilari ruhiy salomatlik uchun ijtimoiy va hissiy ta'lim dasturlariga muhtoj, kattalar esa arzon yordam va ijtimoiy xizmatlarga muhtoj.",jsst malumotlariga kora ruhiy salomatlik birlamchi tibbiy yordamning bir qismi bolishi kerak maktab oquvchilari ruhiy salomatlik uchun ijtimoiy va hissiy talim dasturlariga muhtoj kattalar esa arzon yordam va ijtimoiy xizmatlarga muhtoj,1
"Toshkentda qisqa muddatli yomg'ir yana ko'chalar va tunnellarni suv bosdi. Chorrahalarda sabrsiz haydovchilar tufayli tirbandlik kuzatildi. Poytaxt hokimligi g'ayritabiiy yog'ingarchilik bo'lgan dunyoning boshqa mintaqalari bilan o'xshashliklarni amalga oshirdi: ""navbat bizning mamlakatimizga ham etib keldi"".",toshkentda qisqa muddatli yomgir yana kochalar va tunnellarni suv bosdi chorrahalarda sabrsiz haydovchilar tufayli tirbandlik kuzatildi poytaxt hokimligi gayritabiiy yogingarchilik bolgan dunyoning boshqa mintaqalari bilan oxshashliklarni amalga oshirdi navbat bizning mamlakatimizga ham etib keldi,0
"Dushanba kuni Toshkentdagi Parkent va Mirzo Ulug'bek ko'chalari chorrahasida yomg'ir yog'gandan so'ng, svetofor ishlayotganiga qaramay, tirbandlik paydo bo'ldi.

Tiqilinchning sababi, uning to'la bo'lishiga qaramay, chorrahaga chiqqan haydovchilar edi. Parkent ko'chasida avtomobillar qarama-qarshi yo'llarga chiqib, qarama-qarshi yo'nalishda harakatlanayotgan avtotransport uchun yo'lning uchdan bir qismini egallab olishdi. 

Piyodalar chorrahaning markazida yurishdi, jamoat transporti yo'lovchilari avtobuslardan chiqib, piyoda yurishdi. Bir nechta haydovchilar harakatni tartibga solish bilan shug'ullanishdi. 

Keyinchalik kelgan yo'l harakati politsiyasi inspektori haydovchilar klaksonlarni ayamasdan qarsak chalishdi. 

Xuddi shunday holat shaharning ko'plab chorrahalarida ham kuzatilgan.",dushanba kuni toshkentdagi parkent va mirzo ulugbek kochalari chorrahasida yomgir yoggandan song svetofor ishlayotganiga qaramay tirbandlik paydo boldi tiqilinchning sababi uning tola bolishiga qaramay chorrahaga chiqqan haydovchilar edi parkent kochasida avtomobillar qarama qarshi yollarga chiqib qarama qarshi yonalishda harakatlanayotgan avtotransport uchun yolning uchdan bir qismini egallab olishdi piyodalar chorrahaning markazida yurishdi jamoat transporti yolovchilari avtobuslardan chiqib piyoda yurishdi bir nechta haydovchilar harakatni tartibga solish bilan shugullanishdi keyinchalik kelgan yol harakati politsiyasi inspektori haydovchilar klaksonlarni ayamasdan qarsak chalishdi xuddi shunday holat shaharning koplab chorrahalarida ham kuzatilgan,0
"Shavkat Mirziyoyev Konstitutsiyaga o'zgartirishlar kiritish bo'yicha bir qator takliflarni bildirdi: inson qadr — qimmatini yuksaltirish, ""O'zbekiston-ijtimoiy davlat"", fuqarolar (100 ming kishidan iborat guruh) tomonidan qonunlar qabul qilish huquqi, Konstitutsiyada mahalla maqomini belgilash va boshqalar.",shavkat mirziyoyev konstitutsiyaga ozgartirishlar kiritish boyicha bir qator takliflarni bildirdi inson qadr qimmatini yuksaltirish ozbekiston ijtimoiy davlat fuqarolar ming kishidan iborat guruh tomonidan qonunlar qabul qilish huquqi konstitutsiyada mahalla maqomini belgilash va boshqalar,1
"Uzbekistan Airports rahbari Rano Jo'rayeva Farg'ona vodiysi aeroportlarini rivojlantirishning ikkita stsenariysi haqida so'zlab berdi: ularning hozirgi joylarida yangi aeroportlarni rekonstruksiya qilish va qurish hamda uchta viloyat uchun yagona havo portini barpo etish. Uning so'zlariga ko'ra, birinchi holda ko'plab xavflar mavjud edi.",uzbekistan airports rahbari rano jorayeva fargona vodiysi aeroportlarini rivojlantirishning ikkita stsenariysi haqida sozlab berdi ularning hozirgi joylarida yangi aeroportlarni rekonstruksiya qilish va qurish hamda uchta viloyat uchun yagona havo portini barpo etish uning sozlariga kora birinchi holda koplab xavflar mavjud edi,1
"Tojikiston hukumati tog'li Badaxshonda ""uyushgan terroristik guruhlar"" faoliyati to'xtatilganligi haqida xabar berdi. Biz 220 ga yaqin odamni hibsga olish va yana 16 kishini ""zararsizlantirish"" haqida gapiramiz. Ilgari BMT Tojikistonni Pomir ozchiliklariga qarshi repressiyalarni to'xtatishga chaqirgan edi.",tojikiston hukumati togli badaxshonda uyushgan terroristik guruhlar faoliyati toxtatilganligi haqida xabar berdi biz ga yaqin odamni hibsga olish va yana kishini zararsizlantirish haqida gapiramiz ilgari bmt tojikistonni pomir ozchiliklariga qarshi repressiyalarni toxtatishga chaqirgan edi,1
"Prezident va hukumat Toshkent aeroportini shahar tashqarisiga ko'chirish maqsadga muvofiqligini muhokama qilmoqda. Uzbekistan Airports rahbari Ra'no Jurayeva yangi uchish-qo'nish yo'laklarini qurishning iloji yo'qligi sababli havo portining joriy quvvati 2027 yilgacha maksimal darajada yetadi, deb hisoblaydi.",prezident va hukumat toshkent aeroportini shahar tashqarisiga kochirish maqsadga muvofiqligini muhokama qilmoqda uzbekistan airports rahbari rano jurayeva yangi uchish qonish yolaklarini qurishning iloji yoqligi sababli havo portining joriy quvvati yilgacha maksimal darajada yetadi deb hisoblaydi,0
"O'zbekiston qonunchiligida bajarilishi mumkin bo'lmagan normalar mavjud, dedi prezident. U fuqarolarga imkonsiz talablarni qo'ymaslik to'g'risidagi normani Konstitutsiyaga kiritishni taklif qildi. Shuningdek, u shaxsiy hayotni asosiy qonun darajasida mustahkamlash kerak deb hisoblaydi.",ozbekiston qonunchiligida bajarilishi mumkin bolmagan normalar mavjud dedi prezident u fuqarolarga imkonsiz talablarni qoymaslik togrisidagi normani konstitutsiyaga kiritishni taklif qildi shuningdek u shaxsiy hayotni asosiy qonun darajasida mustahkamlash kerak deb hisoblaydi,1
Kobulga tashrifi chog'ida O'zbekiston Prezidentining tashqi siyosat bo'yicha maxsus vakili Abdulaziz Kamilov Afg'oniston muvaqqat hukumati TIV rahbari Amiraxon Muttakini iyul oyida Toshkentda bo'lib o'tadigan Afg'oniston bo'yicha konferensiyada ishtirok etishga taklif qildi va unga rozilik bilan javob berdi.,kobulga tashrifi chogida ozbekiston prezidentining tashqi siyosat boyicha maxsus vakili abdulaziz kamilov afgoniston muvaqqat hukumati tiv rahbari amiraxon muttakini iyul oyida toshkentda bolib otadigan afgoniston boyicha konferensiyada ishtirok etishga taklif qildi va unga rozilik bilan javob berdi,1
"""O'zatom"" AES qurilishi maydonchasida xavfsizlikni baholash bo'yicha IAEA missiyasiga tayyorgarlik ko'rmoqda. Seminarda yadro texnologiyalarini joylashtirish bo'yicha xalqaro qoidalar va qoidalar taqdim etiladi.",ozatom aes qurilishi maydonchasida xavfsizlikni baholash boyicha iaea missiyasiga tayyorgarlik kormoqda seminarda yadro texnologiyalarini joylashtirish boyicha xalqaro qoidalar va qoidalar taqdim etiladi,1
"Beeline Uzbekistan mijozlari esim kartalarini masofadan turib ro'yxatdan o'tkazishlari mumkin. Siz eSIM-ni ro'yxatdan o'tkazish uchun raqamli ofisda, hatto uydan ham murojaat qilishingiz mumkin.",beeline uzbekistan mijozlari esim kartalarini masofadan turib royxatdan otkazishlari mumkin siz esim ni royxatdan otkazish uchun raqamli ofisda hatto uydan ham murojaat qilishingiz mumkin,1
Silk Avia mintaqaviy aviakompaniyasi joriy yilning sentyabr-oktyabr oylarida birinchi reyslarni amalga oshirishni rejalashtirmoqda. Uzbekistan Airports kompaniyasi rahbari erta Jurayeva arzon aviakompaniyani yaratish kechikishini tushuntirdi.,silk avia mintaqaviy aviakompaniyasi joriy yilning sentyabr oktyabr oylarida birinchi reyslarni amalga oshirishni rejalashtirmoqda uzbekistan airports kompaniyasi rahbari erta jurayeva arzon aviakompaniyani yaratish kechikishini tushuntirdi,1
"BMTTD ko'magida Shahrisabzda Gissar qo'riqxonasining tashrif markazi ochildi, u yovvoyi tabiat va qo'riqxona mavzulari va yovvoyi tabiat duch keladigan tahdidlar haqida hikoya qiladi.",bmttd komagida shahrisabzda gissar qoriqxonasining tashrif markazi ochildi u yovvoyi tabiat va qoriqxona mavzulari va yovvoyi tabiat duch keladigan tahdidlar haqida hikoya qiladi,1
Zo'ravonlikka qarshi loyiha Nemolchi.uz bolalar va o'smirlarni jinsiy zo'ravonlikdan yaxshiroq himoya qilish maqsadida O'zbekiston qonunchiligiga o'zgartirishlar kiritishni taklif qilmoqda. Takliflar orasida jinoyatlarning oldini olishga ko'proq e'tibor qaratish va Jinoyat kodeksiga o'zgartirishlar kiritish kiradi.,zoravonlikka qarshi loyiha nemolchiuz bolalar va osmirlarni jinsiy zoravonlikdan yaxshiroq himoya qilish maqsadida ozbekiston qonunchiligiga ozgartirishlar kiritishni taklif qilmoqda takliflar orasida jinoyatlarning oldini olishga koproq etibor qaratish va jinoyat kodeksiga ozgartirishlar kiritish kiradi,1
"Prezident Konstitutsiyada ""Miranda qoidasi"" va ""Habeas korpus""tamoyillarini aks ettirishni taklif qildi. ""Biror kishi hibsga olinganda, uning huquqlari va hibsga olish sababi oddiy tilda tushuntirilishi kerak"", dedi prezident.",prezident konstitutsiyada miranda qoidasi va habeas korpustamoyillarini aks ettirishni taklif qildi biror kishi hibsga olinganda uning huquqlari va hibsga olish sababi oddiy tilda tushuntirilishi kerak dedi prezident,1
